Call_ID,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating
752,3813,Martha,2021-01-13,3:27:22 PM,1,1,Admin Support,90,12:06:32 AM,4
753,33,Stewart,2021-01-13,3:34:34 PM,0,0,Technical Support,,,
754,4716,Dan,2021-01-13,3:34:34 PM,1,1,Technical Support,23,12:04:13 AM,5
755,4717,Greg,2021-01-13,3:40:19 PM,1,1,Admin Support,98,12:05:08 AM,5
756,2473,Diane,2021-01-13,3:40:19 PM,1,1,Contract related,28,12:01:03 AM,2
757,2876,Diane,2021-01-13,5:58:34 PM,1,1,Technical Support,123,12:04:28 AM,3
758,4718,Becky,2021-01-13,5:58:34 PM,1,1,Contract related,82,12:02:30 AM,5
759,3814,Martha,2021-01-14,9:02:53 AM,1,1,Technical Support,57,12:04:48 AM,4
760,4719,Stewart,2021-01-14,9:02:53 AM,1,1,Streaming,14,12:01:11 AM,5
761,3815,Joe,2021-01-14,9:14:24 AM,1,1,Technical Support,114,12:00:37 AM,4
762,4720,Jim,2021-01-14,9:14:24 AM,1,1,Payment related,53,12:04:21 AM,5
763,1244,Jim,2021-01-14,9:17:17 AM,0,0,Technical Support,,,
764,3816,Dan,2021-01-14,9:17:17 AM,1,1,Technical Support,25,12:04:33 AM,4
765,2474,Greg,2021-01-14,9:24:29 AM,1,1,Admin Support,86,12:03:20 AM,2
766,3817,Jim,2021-01-14,9:24:29 AM,1,1,Payment related,51,12:02:08 AM,4
767,669,Stewart,2021-01-14,10:01:55 AM,1,1,Technical Support,31,12:00:56 AM,4
768,1245,Dan,2021-01-14,10:01:55 AM,0,0,Streaming,,,
769,3818,Martha,2021-01-14,10:53:46 AM,1,1,Payment related,124,12:05:04 AM,4
770,2475,Jim,2021-01-14,10:53:46 AM,1,1,Streaming,116,12:06:48 AM,2
771,2476,Becky,2021-01-14,11:19:41 AM,1,1,Contract related,41,12:04:03 AM,2
772,2477,Greg,2021-01-14,11:19:41 AM,1,1,Contract related,53,12:04:38 AM,2
773,3819,Martha,2021-01-14,11:32:38 AM,1,1,Technical Support,85,12:02:04 AM,4
774,4721,Joe,2021-01-14,11:32:38 AM,1,1,Streaming,18,12:04:38 AM,5
775,3820,Stewart,2021-01-14,11:35:31 AM,1,1,Payment related,17,12:04:13 AM,4
776,3821,Joe,2021-01-14,11:35:31 AM,1,1,Technical Support,102,12:02:58 AM,4
777,2192,Jim,2021-01-14,12:01:26 PM,1,1,Technical Support,26,12:06:41 AM,1
778,2877,Joe,2021-01-14,12:01:26 PM,1,1,Payment related,107,12:06:22 AM,3
779,1246,Greg,2021-01-14,12:05:46 PM,0,0,Technical Support,,,
780,4722,Greg,2021-01-14,12:05:46 PM,1,1,Streaming,35,12:04:24 AM,5
781,454,Joe,2021-01-14,12:11:31 PM,1,1,Technical Support,100,12:05:24 AM,2
782,3822,Diane,2021-01-14,12:11:31 PM,1,1,Admin Support,12,12:06:19 AM,4
783,3823,Jim,2021-01-14,12:33:07 PM,1,1,Payment related,43,12:03:54 AM,4
784,3824,Becky,2021-01-14,12:33:07 PM,1,1,Payment related,68,12:01:49 AM,4
785,2878,Joe,2021-01-14,12:43:12 PM,1,1,Streaming,81,12:01:55 AM,3
786,320,Martha,2021-01-14,12:43:12 PM,0,1,Contract related,49,12:06:21 AM,5
787,2879,Dan,2021-01-14,1:01:55 PM,1,1,Technical Support,101,12:06:10 AM,3
788,2880,Joe,2021-01-14,1:01:55 PM,1,1,Contract related,72,12:05:58 AM,3
789,2881,Martha,2021-01-14,1:30:43 PM,1,1,Technical Support,18,12:01:50 AM,3
790,4723,Diane,2021-01-14,1:30:43 PM,1,1,Contract related,86,12:04:33 AM,5
791,3825,Dan,2021-01-14,1:35:02 PM,1,1,Admin Support,109,12:00:38 AM,4
792,1247,Martha,2021-01-14,1:35:02 PM,0,0,Technical Support,,,
793,2478,Martha,2021-01-14,2:09:36 PM,1,1,Admin Support,32,12:04:12 AM,2
794,2882,Dan,2021-01-14,2:09:36 PM,1,1,Contract related,68,12:05:15 AM,3
795,3826,Joe,2021-01-14,2:38:24 PM,1,1,Technical Support,10,12:06:57 AM,4
796,4724,Jim,2021-01-14,2:38:24 PM,1,1,Payment related,76,12:04:47 AM,5
797,538,Dan,2021-01-14,2:57:07 PM,1,1,Payment related,124,12:06:33 AM,3
798,2883,Becky,2021-01-14,2:57:07 PM,1,1,Technical Support,28,12:04:12 AM,3
799,3827,Becky,2021-01-14,3:20:10 PM,1,1,Streaming,107,12:01:39 AM,4
800,1248,Martha,2021-01-14,3:20:10 PM,0,0,Admin Support,,,
801,1249,Diane,2021-01-14,3:51:50 PM,0,0,Streaming,,,
802,1250,Martha,2021-01-14,3:51:50 PM,0,0,Admin Support,,,
803,1251,Stewart,2021-01-14,3:54:43 PM,0,0,Streaming,,,
804,1252,Joe,2021-01-14,3:54:43 PM,0,0,Technical Support,,,
805,3828,Diane,2021-01-14,4:27:50 PM,1,1,Contract related,21,12:01:40 AM,4
806,2479,Dan,2021-01-14,4:27:50 PM,1,1,Streaming,66,12:05:43 AM,2
807,1253,Becky,2021-01-14,4:39:22 PM,0,0,Technical Support,,,
808,2884,Greg,2021-01-14,4:39:22 PM,1,1,Streaming,19,12:06:32 AM,3
809,3829,Greg,2021-01-14,5:19:41 PM,1,1,Contract related,100,12:05:59 AM,4
810,3830,Jim,2021-01-14,5:19:41 PM,1,1,Technical Support,108,12:06:24 AM,4
811,354,Stewart,2021-01-14,5:22:34 PM,1,1,Technical Support,123,12:04:35 AM,1
812,1254,Greg,2021-01-14,5:22:34 PM,0,0,Contract related,,,
813,2480,Dan,2021-01-14,5:32:38 PM,1,1,Contract related,76,12:02:07 AM,2
814,2481,Joe,2021-01-14,5:32:38 PM,1,1,Contract related,78,12:01:33 AM,2
815,2193,Becky,2021-01-14,5:32:38 PM,1,1,Streaming,17,12:02:33 AM,1
816,670,Diane,2021-01-14,5:32:38 PM,1,1,Streaming,60,12:04:13 AM,4
817,2885,Jim,2021-01-15,9:40:19 AM,1,1,Contract related,76,12:01:47 AM,3
818,3831,Greg,2021-01-15,9:40:19 AM,1,1,Contract related,80,12:04:02 AM,4
819,2010,Greg,2021-01-15,9:40:19 AM,0,1,Admin Support,20,12:05:37 AM,4
820,2886,Becky,2021-01-15,9:40:19 AM,1,1,Admin Support,82,12:06:22 AM,3
821,2887,Stewart,2021-01-15,9:50:24 AM,1,1,Technical Support,33,12:05:52 AM,3
822,2888,Stewart,2021-01-15,9:50:24 AM,1,1,Admin Support,93,12:01:56 AM,3
823,3832,Diane,2021-01-15,10:56:38 AM,1,1,Streaming,29,12:03:00 AM,4
824,3833,Martha,2021-01-15,10:56:38 AM,1,1,Admin Support,83,12:06:53 AM,4
825,3834,Stewart,2021-01-15,11:31:12 AM,1,1,Payment related,113,12:02:01 AM,4
826,3835,Stewart,2021-01-15,11:31:12 AM,1,1,Admin Support,21,12:03:26 AM,4
827,2011,Becky,2021-01-15,11:38:24 AM,0,1,Admin Support,82,12:02:40 AM,4
828,2889,Diane,2021-01-15,11:38:24 AM,1,1,Streaming,91,12:03:47 AM,3
829,3836,Dan,2021-01-15,11:45:36 AM,1,1,Technical Support,111,12:00:40 AM,4
830,671,Martha,2021-01-15,11:45:36 AM,1,1,Admin Support,70,12:05:13 AM,4
831,34,Dan,2021-01-15,1:46:34 PM,0,0,Technical Support,,,
832,672,Joe,2021-01-15,1:46:34 PM,1,1,Streaming,58,12:04:19 AM,4
833,3837,Jim,2021-01-15,1:53:46 PM,1,1,Streaming,10,12:05:27 AM,4
834,2194,Becky,2021-01-15,1:53:46 PM,1,1,Payment related,77,12:03:00 AM,1
835,3838,Diane,2021-01-15,2:08:10 PM,1,1,Streaming,92,12:03:59 AM,4
836,355,Jim,2021-01-15,2:08:10 PM,1,1,Admin Support,59,12:02:09 AM,1
837,2482,Diane,2021-01-15,2:13:55 PM,1,1,Admin Support,42,12:04:19 AM,2
838,2890,Greg,2021-01-15,2:13:55 PM,1,1,Payment related,110,12:04:32 AM,3
839,4725,Jim,2021-01-15,3:01:26 PM,1,1,Contract related,21,12:01:32 AM,5
840,35,Diane,2021-01-15,3:01:26 PM,0,0,Payment related,,,
841,2012,Diane,2021-01-15,3:21:36 PM,0,1,Technical Support,60,12:03:28 AM,4
842,2483,Greg,2021-01-15,3:21:36 PM,1,1,Payment related,93,12:02:25 AM,2
843,1255,Greg,2021-01-15,3:30:14 PM,0,0,Contract related,,,
844,2891,Diane,2021-01-15,3:30:14 PM,1,1,Streaming,79,12:06:12 AM,3
845,4726,Diane,2021-01-15,3:46:05 PM,1,1,Technical Support,21,12:05:57 AM,5
846,4727,Stewart,2021-01-15,3:46:05 PM,1,1,Contract related,102,12:02:46 AM,5
847,2105,Joe,2021-01-15,4:06:14 PM,0,1,Payment related,10,12:01:18 AM,5
848,673,Stewart,2021-01-15,4:06:14 PM,1,1,Technical Support,117,12:00:41 AM,4
849,2892,Becky,2021-01-15,4:37:55 PM,1,1,Contract related,45,12:06:53 AM,3
850,1932,Greg,2021-01-15,4:37:55 PM,0,1,Admin Support,50,12:01:01 AM,3
851,2893,Becky,2021-01-15,4:40:48 PM,1,1,Admin Support,42,12:02:48 AM,3
852,2894,Jim,2021-01-15,4:40:48 PM,1,1,Contract related,86,12:06:03 AM,3
853,4728,Jim,2021-01-15,4:43:41 PM,1,1,Contract related,92,12:04:43 AM,5
854,4729,Diane,2021-01-15,4:43:41 PM,1,1,Streaming,54,12:05:39 AM,5
855,2895,Dan,2021-01-15,5:21:07 PM,1,1,Streaming,76,12:06:35 AM,3
856,4730,Greg,2021-01-15,5:21:07 PM,1,1,Admin Support,49,12:01:59 AM,5
857,2896,Joe,2021-01-15,5:38:24 PM,1,1,Contract related,13,12:04:50 AM,3
858,36,Becky,2021-01-15,5:38:24 PM,0,0,Payment related,,,
859,4731,Becky,2021-01-15,5:41:17 PM,1,1,Streaming,24,12:05:30 AM,5
860,2897,Becky,2021-01-15,5:41:17 PM,1,1,Streaming,71,12:02:39 AM,3
861,2898,Stewart,2021-01-15,6:00:00 PM,1,1,Admin Support,42,12:06:13 AM,3
862,2195,Becky,2021-01-15,6:00:00 PM,1,1,Streaming,63,12:05:25 AM,1
863,2106,Becky,2021-01-16,9:00:00 AM,0,1,Technical Support,19,12:00:36 AM,5
864,2196,Dan,2021-01-16,9:00:00 AM,1,1,Streaming,107,12:05:11 AM,1
865,1256,Dan,2021-01-16,10:20:38 AM,0,0,Technical Support,,,
866,674,Martha,2021-01-16,10:20:38 AM,1,1,Admin Support,85,12:05:21 AM,4
867,2484,Diane,2021-01-16,10:30:43 AM,1,1,Technical Support,15,12:01:09 AM,2
868,4732,Becky,2021-01-16,10:30:43 AM,1,1,Technical Support,111,12:06:45 AM,5
869,3839,Diane,2021-01-16,10:52:19 AM,1,1,Contract related,23,12:01:01 AM,4
870,2899,Dan,2021-01-16,10:52:19 AM,1,1,Payment related,115,12:00:36 AM,3
871,2900,Jim,2021-01-16,11:08:10 AM,1,1,Technical Support,83,12:00:52 AM,3
872,1257,Greg,2021-01-16,11:08:10 AM,0,0,Admin Support,,,
873,1258,Becky,2021-01-16,12:14:24 PM,0,0,Streaming,,,
874,2901,Greg,2021-01-16,12:14:24 PM,1,1,Technical Support,50,12:06:29 AM,3
875,2902,Becky,2021-01-16,12:28:48 PM,1,1,Payment related,19,12:01:23 AM,3
876,291,Diane,2021-01-16,12:28:48 PM,0,1,Contract related,107,12:03:36 AM,4
877,265,Joe,2021-01-16,12:44:38 PM,0,1,Admin Support,121,12:03:49 AM,3
878,539,Dan,2021-01-16,12:44:38 PM,1,1,Payment related,55,12:05:07 AM,3
879,2485,Becky,2021-01-16,12:56:10 PM,1,1,Streaming,92,12:01:19 AM,2
880,1933,Stewart,2021-01-16,12:56:10 PM,0,1,Admin Support,24,12:05:48 AM,3
881,37,Martha,2021-01-16,1:03:22 PM,0,0,Technical Support,,,
882,4733,Jim,2021-01-16,1:03:22 PM,1,1,Streaming,58,12:02:18 AM,5
883,38,Dan,2021-01-16,1:35:02 PM,0,0,Technical Support,,,
884,1259,Stewart,2021-01-16,1:35:02 PM,0,0,Payment related,,,
885,3840,Greg,2021-01-16,1:36:29 PM,1,1,Streaming,28,12:06:55 AM,4
886,3841,Joe,2021-01-16,1:36:29 PM,1,1,Technical Support,30,12:06:49 AM,4
887,2903,Greg,2021-01-16,2:02:24 PM,1,1,Admin Support,84,12:02:42 AM,3
888,455,Jim,2021-01-16,2:02:24 PM,1,1,Technical Support,78,12:04:57 AM,2
889,540,Jim,2021-01-16,2:11:02 PM,1,1,Admin Support,122,12:01:05 AM,3
890,2197,Diane,2021-01-16,2:11:02 PM,1,1,Contract related,26,12:01:11 AM,1
891,2904,Jim,2021-01-16,2:25:26 PM,1,1,Technical Support,95,12:00:57 AM,3
892,3842,Stewart,2021-01-16,2:25:26 PM,1,1,Technical Support,45,12:01:48 AM,4
893,39,Diane,2021-01-16,2:39:50 PM,0,0,Technical Support,,,
894,1260,Diane,2021-01-16,2:39:50 PM,0,0,Contract related,,,
895,266,Dan,2021-01-16,2:49:55 PM,0,1,Streaming,76,12:06:40 AM,3
896,292,Martha,2021-01-16,2:49:55 PM,0,1,Streaming,97,12:01:36 AM,4
897,1261,Stewart,2021-01-16,3:24:29 PM,0,0,Technical Support,,,
898,2905,Stewart,2021-01-16,3:24:29 PM,1,1,Contract related,22,12:02:57 AM,3
899,1934,Becky,2021-01-16,3:30:14 PM,0,1,Streaming,55,12:00:52 AM,3
900,2013,Joe,2021-01-16,3:30:14 PM,0,1,Payment related,64,12:01:08 AM,4
901,2906,Greg,2021-01-16,3:47:31 PM,1,1,Streaming,87,12:01:13 AM,3
902,1262,Stewart,2021-01-16,3:47:31 PM,0,0,Technical Support,,,
903,3843,Martha,2021-01-16,3:53:17 PM,1,1,Streaming,79,12:04:00 AM,4
904,3844,Becky,2021-01-16,3:53:17 PM,1,1,Contract related,33,12:05:02 AM,4
905,3845,Joe,2021-01-16,4:35:02 PM,1,1,Technical Support,114,12:05:22 AM,4
906,4734,Stewart,2021-01-16,4:35:02 PM,1,1,Technical Support,112,12:00:54 AM,5
907,541,Becky,2021-01-16,4:36:29 PM,1,1,Technical Support,61,12:06:14 AM,3
908,40,Jim,2021-01-16,4:36:29 PM,0,0,Technical Support,,,
909,1889,Jim,2021-01-16,4:52:19 PM,0,1,Payment related,58,12:04:31 AM,2
910,2907,Becky,2021-01-16,4:52:19 PM,1,1,Streaming,13,12:02:05 AM,3
911,3846,Stewart,2021-01-16,5:42:43 PM,1,1,Contract related,36,12:03:58 AM,4
912,2908,Greg,2021-01-16,5:42:43 PM,1,1,Contract related,48,12:03:38 AM,3
913,4735,Stewart,2021-01-16,5:57:07 PM,1,1,Payment related,99,12:00:33 AM,5
914,2909,Joe,2021-01-16,5:57:07 PM,1,1,Technical Support,78,12:01:47 AM,3
915,3847,Greg,2021-01-16,5:58:34 PM,1,1,Streaming,82,12:02:52 AM,4
916,1263,Becky,2021-01-16,5:58:34 PM,0,0,Admin Support,,,
917,4736,Stewart,2021-01-16,6:00:00 PM,1,1,Streaming,19,12:01:43 AM,5
918,3848,Becky,2021-01-16,6:00:00 PM,1,1,Streaming,34,12:06:45 AM,4
919,2910,Becky,2021-01-17,9:51:50 AM,1,1,Technical Support,89,12:03:11 AM,3
920,3849,Martha,2021-01-17,9:51:50 AM,1,1,Contract related,116,12:06:18 AM,4
921,3850,Martha,2021-01-17,10:32:10 AM,1,1,Streaming,88,12:04:03 AM,4
922,2911,Stewart,2021-01-17,10:32:10 AM,1,1,Streaming,15,12:03:04 AM,3
923,4737,Martha,2021-01-17,11:42:43 AM,1,1,Contract related,59,12:02:17 AM,5
924,41,Greg,2021-01-17,11:42:43 AM,0,0,Contract related,,,
925,2486,Martha,2021-01-17,11:42:43 AM,1,1,Contract related,125,12:03:09 AM,2
926,3851,Greg,2021-01-17,11:42:43 AM,1,1,Streaming,88,12:04:06 AM,4
927,791,Jim,2021-01-17,11:45:36 AM,1,1,Streaming,20,12:04:39 AM,5
928,2912,Stewart,2021-01-17,11:45:36 AM,1,1,Contract related,64,12:05:46 AM,3
929,1264,Jim,2021-01-17,12:38:53 PM,0,0,Streaming,,,
930,792,Stewart,2021-01-17,12:38:53 PM,1,1,Admin Support,111,12:02:19 AM,5
931,1265,Joe,2021-01-17,12:44:38 PM,0,0,Admin Support,,,
932,42,Jim,2021-01-17,12:44:38 PM,0,0,Technical Support,,,
933,3852,Joe,2021-01-17,1:29:17 PM,1,1,Technical Support,40,12:03:01 AM,4
934,2487,Martha,2021-01-17,1:29:17 PM,1,1,Technical Support,35,12:03:07 AM,2
935,4738,Martha,2021-01-17,1:30:43 PM,1,1,Contract related,106,12:02:47 AM,5
936,2488,Diane,2021-01-17,1:30:43 PM,1,1,Payment related,97,12:02:39 AM,2
937,2913,Diane,2021-01-17,1:36:29 PM,1,1,Contract related,67,12:01:51 AM,3
938,4739,Stewart,2021-01-17,1:36:29 PM,1,1,Contract related,98,12:01:16 AM,5
939,3853,Joe,2021-01-17,1:53:46 PM,1,1,Contract related,120,12:02:20 AM,4
940,4740,Becky,2021-01-17,1:53:46 PM,1,1,Technical Support,91,12:00:45 AM,5
941,4741,Martha,2021-01-17,2:00:58 PM,1,1,Payment related,22,12:04:53 AM,5
942,1890,Diane,2021-01-17,2:00:58 PM,0,1,Streaming,113,12:02:45 AM,2
943,1266,Diane,2021-01-17,2:18:14 PM,0,0,Streaming,,,
944,3854,Jim,2021-01-17,2:18:14 PM,1,1,Payment related,60,12:01:58 AM,4
945,4742,Diane,2021-01-17,2:28:19 PM,1,1,Payment related,97,12:02:35 AM,5
946,3855,Becky,2021-01-17,2:28:19 PM,1,1,Streaming,118,12:00:52 AM,4
947,4743,Dan,2021-01-17,2:31:12 PM,1,1,Technical Support,19,12:01:21 AM,5
948,1267,Stewart,2021-01-17,2:31:12 PM,0,0,Contract related,,,
949,1268,Greg,2021-01-17,3:00:00 PM,0,0,Streaming,,,
950,3856,Dan,2021-01-17,3:00:00 PM,1,1,Streaming,124,12:06:18 AM,4
951,2489,Dan,2021-01-17,3:01:26 PM,1,1,Payment related,53,12:05:11 AM,2
952,4744,Diane,2021-01-17,3:01:26 PM,1,1,Admin Support,61,12:00:38 AM,5
953,2198,Joe,2021-01-17,3:21:36 PM,1,1,Contract related,18,12:00:46 AM,1
954,2914,Greg,2021-01-17,3:21:36 PM,1,1,Admin Support,80,12:01:16 AM,3
955,675,Stewart,2021-01-17,4:22:05 PM,1,1,Technical Support,47,12:04:08 AM,4
956,456,Stewart,2021-01-17,4:22:05 PM,1,1,Payment related,101,12:05:20 AM,2
957,2915,Joe,2021-01-17,4:24:58 PM,1,1,Streaming,71,12:05:40 AM,3
958,3857,Martha,2021-01-17,4:24:58 PM,1,1,Technical Support,44,12:04:07 AM,4
959,3858,Becky,2021-01-17,4:29:17 PM,1,1,Payment related,14,12:03:00 AM,4
960,1269,Martha,2021-01-17,4:29:17 PM,0,0,Payment related,,,
961,2490,Jim,2021-01-17,5:06:43 PM,1,1,Contract related,44,12:02:40 AM,2
962,3859,Diane,2021-01-17,5:06:43 PM,1,1,Admin Support,97,12:06:46 AM,4
963,1270,Becky,2021-01-17,5:16:48 PM,0,0,Streaming,,,
964,1935,Diane,2021-01-17,5:16:48 PM,0,1,Admin Support,91,12:04:09 AM,3
965,2916,Dan,2021-01-17,5:21:07 PM,1,1,Payment related,48,12:03:13 AM,3
966,2917,Greg,2021-01-17,5:21:07 PM,1,1,Contract related,45,12:01:39 AM,3
967,4745,Becky,2021-01-17,5:54:14 PM,1,1,Admin Support,60,12:02:00 AM,5
968,3860,Jim,2021-01-17,5:54:14 PM,1,1,Streaming,85,12:05:32 AM,4
969,676,Joe,2021-01-18,9:24:29 AM,1,1,Admin Support,53,12:06:06 AM,4
970,321,Greg,2021-01-18,9:24:29 AM,0,1,Contract related,27,12:06:14 AM,5
971,2918,Joe,2021-01-18,9:24:29 AM,1,1,Admin Support,30,12:04:03 AM,3
972,43,Dan,2021-01-18,9:24:29 AM,0,0,Contract related,,,
973,4746,Jim,2021-01-18,9:31:41 AM,1,1,Admin Support,113,12:03:01 AM,5
974,1271,Jim,2021-01-18,9:31:41 AM,0,0,Technical Support,,,
975,1272,Diane,2021-01-18,9:36:00 AM,0,0,Admin Support,,,
976,3861,Jim,2021-01-18,9:36:00 AM,1,1,Streaming,80,12:06:57 AM,4
977,4747,Stewart,2021-01-18,10:16:19 AM,1,1,Contract related,45,12:07:00 AM,5
978,2199,Joe,2021-01-18,10:16:19 AM,1,1,Admin Support,95,12:02:16 AM,1
979,44,Martha,2021-01-18,11:28:19 AM,0,0,Streaming,,,
980,2919,Dan,2021-01-18,11:28:19 AM,1,1,Payment related,33,12:01:28 AM,3
981,1273,Stewart,2021-01-18,11:47:02 AM,0,0,Payment related,,,
982,2920,Jim,2021-01-18,11:47:02 AM,1,1,Streaming,90,12:06:47 AM,3
983,2921,Greg,2021-01-18,11:51:22 AM,1,1,Payment related,90,12:02:14 AM,3
984,237,Jim,2021-01-18,11:51:22 AM,0,1,Streaming,57,12:04:10 AM,1
985,457,Becky,2021-01-18,11:55:41 AM,1,1,Admin Support,123,12:05:50 AM,2
986,3862,Diane,2021-01-18,11:55:41 AM,1,1,Admin Support,39,12:06:51 AM,4
987,2107,Greg,2021-01-18,11:57:07 AM,0,1,Technical Support,38,12:02:16 AM,5
988,2200,Diane,2021-01-18,11:57:07 AM,1,1,Streaming,26,12:01:35 AM,1
989,2922,Diane,2021-01-18,11:58:34 AM,1,1,Contract related,43,12:02:34 AM,3
990,2923,Jim,2021-01-18,11:58:34 AM,1,1,Streaming,89,12:05:53 AM,3
991,2924,Jim,2021-01-18,12:00:00 PM,1,1,Contract related,121,12:05:24 AM,3
992,3863,Jim,2021-01-18,12:00:00 PM,1,1,Payment related,114,12:03:10 AM,4
993,1274,Stewart,2021-01-18,12:34:34 PM,0,0,Contract related,,,
994,1275,Dan,2021-01-18,12:34:34 PM,0,0,Technical Support,,,
995,1276,Becky,2021-01-18,12:37:26 PM,0,0,Streaming,,,
996,1936,Becky,2021-01-18,12:37:26 PM,0,1,Admin Support,101,12:04:36 AM,3
997,677,Joe,2021-01-18,12:38:53 PM,1,1,Payment related,87,12:05:19 AM,4
998,4748,Greg,2021-01-18,12:38:53 PM,1,1,Admin Support,22,12:06:02 AM,5
999,458,Stewart,2021-01-18,12:41:46 PM,1,1,Streaming,19,12:03:57 AM,2
1000,3864,Becky,2021-01-18,12:41:46 PM,1,1,Admin Support,31,12:02:30 AM,4
1001,3865,Martha,2021-01-18,12:48:58 PM,1,1,Payment related,24,12:06:03 AM,4
1002,2014,Dan,2021-01-18,12:48:58 PM,0,1,Payment related,94,12:04:42 AM,4
1003,3866,Dan,2021-01-18,1:10:34 PM,1,1,Streaming,79,12:00:47 AM,4
1004,1277,Jim,2021-01-18,1:10:34 PM,0,0,Technical Support,,,
1005,3867,Martha,2021-01-18,1:10:34 PM,1,1,Admin Support,87,12:04:40 AM,4
1006,2015,Dan,2021-01-18,1:10:34 PM,0,1,Contract related,65,12:06:04 AM,4
1007,2925,Martha,2021-01-18,2:58:34 PM,1,1,Contract related,36,12:04:23 AM,3
1008,1278,Joe,2021-01-18,2:58:34 PM,0,0,Technical Support,,,
1009,3868,Stewart,2021-01-18,3:18:43 PM,1,1,Streaming,33,12:02:16 AM,4
1010,45,Becky,2021-01-18,3:18:43 PM,0,0,Contract related,,,
1011,46,Jim,2021-01-18,3:50:24 PM,0,0,Admin Support,,,
1012,4749,Greg,2021-01-18,3:50:24 PM,1,1,Streaming,24,12:03:15 AM,5
1013,4750,Stewart,2021-01-18,4:12:00 PM,1,1,Admin Support,32,12:03:40 AM,5
1014,2016,Joe,2021-01-18,4:12:00 PM,0,1,Contract related,24,12:03:46 AM,4
1015,4751,Stewart,2021-01-18,4:49:26 PM,1,1,Technical Support,96,12:05:29 AM,5
1016,4752,Joe,2021-01-18,4:49:26 PM,1,1,Technical Support,45,12:02:05 AM,5
1017,2201,Jim,2021-01-18,5:13:55 PM,1,1,Admin Support,16,12:05:09 AM,1
1018,4753,Greg,2021-01-18,5:13:55 PM,1,1,Technical Support,75,12:06:56 AM,5
1019,2926,Joe,2021-01-18,5:18:14 PM,1,1,Contract related,71,12:00:37 AM,3
1020,2927,Stewart,2021-01-18,5:18:14 PM,1,1,Technical Support,47,12:02:17 AM,3
1021,2928,Stewart,2021-01-18,5:18:14 PM,1,1,Admin Support,54,12:04:48 AM,3
1022,3869,Becky,2021-01-18,5:18:14 PM,1,1,Payment related,101,12:04:29 AM,4
1023,2929,Martha,2021-01-18,5:25:26 PM,1,1,Streaming,46,12:02:07 AM,3
1024,2930,Becky,2021-01-18,5:25:26 PM,1,1,Technical Support,45,12:06:55 AM,3
1025,3870,Martha,2021-01-18,5:26:53 PM,1,1,Technical Support,45,12:05:25 AM,4
1026,4754,Jim,2021-01-18,5:26:53 PM,1,1,Admin Support,30,12:04:58 AM,5
1027,3871,Greg,2021-01-18,5:42:43 PM,1,1,Technical Support,105,12:04:54 AM,4
1028,3872,Jim,2021-01-18,5:42:43 PM,1,1,Payment related,102,12:04:54 AM,4
1029,2931,Greg,2021-01-18,5:55:41 PM,1,1,Payment related,46,12:05:01 AM,3
1030,2202,Stewart,2021-01-18,5:55:41 PM,1,1,Admin Support,11,12:00:52 AM,1
1031,2932,Dan,2021-01-19,9:02:53 AM,1,1,Payment related,125,12:06:03 AM,3
1032,542,Stewart,2021-01-19,9:02:53 AM,1,1,Admin Support,112,12:01:53 AM,3
1033,2933,Becky,2021-01-19,9:15:50 AM,1,1,Technical Support,14,12:01:56 AM,3
1034,2017,Joe,2021-01-19,9:15:50 AM,0,1,Contract related,10,12:04:43 AM,4
1035,2934,Martha,2021-01-19,9:18:43 AM,1,1,Contract related,60,12:00:32 AM,3
1036,4755,Diane,2021-01-19,9:18:43 AM,1,1,Streaming,59,12:05:02 AM,5
1037,4756,Stewart,2021-01-19,9:36:00 AM,1,1,Technical Support,87,12:03:43 AM,5
1038,4757,Martha,2021-01-19,9:36:00 AM,1,1,Contract related,111,12:03:06 AM,5
1039,1279,Joe,2021-01-19,9:44:38 AM,0,0,Contract related,,,
1040,2491,Becky,2021-01-19,9:44:38 AM,1,1,Payment related,10,12:03:11 AM,2
1041,1280,Joe,2021-01-19,10:13:26 AM,0,0,Technical Support,,,
1042,47,Joe,2021-01-19,10:13:26 AM,0,0,Streaming,,,
1043,4758,Greg,2021-01-19,10:19:12 AM,1,1,Payment related,116,12:05:48 AM,5
1044,1937,Diane,2021-01-19,10:19:12 AM,0,1,Admin Support,89,12:03:20 AM,3
1045,1281,Becky,2021-01-19,10:33:36 AM,0,0,Contract related,,,
1046,2018,Joe,2021-01-19,10:33:36 AM,0,1,Contract related,106,12:03:52 AM,4
1047,1282,Stewart,2021-01-19,10:52:19 AM,0,0,Streaming,,,
1048,3873,Martha,2021-01-19,10:52:19 AM,1,1,Streaming,81,12:01:27 AM,4
1049,1283,Dan,2021-01-19,11:25:26 AM,0,0,Contract related,,,
1050,4759,Jim,2021-01-19,11:25:26 AM,1,1,Admin Support,96,12:05:39 AM,5
1051,4760,Jim,2021-01-19,11:44:10 AM,1,1,Payment related,64,12:06:06 AM,5
1052,238,Jim,2021-01-19,11:44:10 AM,0,1,Contract related,79,12:06:49 AM,1
1053,356,Jim,2021-01-19,11:55:41 AM,1,1,Payment related,98,12:02:23 AM,1
1054,793,Joe,2021-01-19,11:55:41 AM,1,1,Admin Support,91,12:04:00 AM,5
1055,1284,Martha,2021-01-19,12:28:48 PM,0,0,Streaming,,,
