Customer_ID,Internet_Service_ID,Online_Security,Online_Backup,Device_Pro_Plan,Premium_TSupport,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Avg_Monthly_GB,Total_Extra_Data_Charges
1804,3,1,0,0,1,0,0,0,0,6,100
1805,2,0,0,0,0,0,0,0,1,10,0
1806,1,0,1,0,0,1,1,1,1,76,0
1807,2,1,1,0,0,0,0,0,1,12,0
1808,1,0,0,0,0,0,0,0,1,7,0
1809,1,1,1,0,0,1,1,1,1,20,0
1810,4,0,0,0,0,0,0,0,0,0,0
1811,2,0,0,0,1,0,0,0,1,29,0
1812,2,0,0,0,0,0,1,0,0,6,30
1813,4,0,0,0,0,0,0,0,0,0,0
1814,2,0,1,0,0,1,1,1,1,69,0
1815,1,1,0,1,1,0,1,1,1,13,0
1816,4,0,0,0,0,0,0,0,0,0,0
1817,2,1,1,0,1,1,1,1,1,4,0
1818,4,0,0,0,0,0,0,0,0,0,0
1819,2,0,0,0,0,0,0,0,1,19,0
1820,2,0,1,0,0,1,1,1,1,10,0
1821,2,0,1,0,0,0,1,1,1,3,0
1822,2,0,0,0,0,1,1,1,1,51,0
1823,2,1,1,1,0,1,1,1,1,21,0
1824,2,0,0,0,0,1,1,0,1,14,0
1825,1,0,1,0,1,1,1,1,1,21,0
1826,4,0,0,0,0,0,0,0,0,0,0
1827,2,1,0,1,1,1,1,1,1,57,0
1828,2,0,0,1,0,1,1,0,1,11,0
1829,4,0,0,0,0,0,0,0,0,0,0
1830,4,0,0,0,0,0,0,0,0,0,0
1831,2,0,0,1,1,1,1,1,1,2,0
1832,2,1,0,0,0,0,0,0,1,19,0
1833,1,0,0,0,0,0,0,0,1,5,0
1834,2,0,0,0,0,1,1,1,1,24,0
1835,3,0,0,0,0,0,0,0,1,21,0
1836,2,0,1,0,0,1,0,0,1,16,0
1837,2,1,1,1,0,1,1,0,1,29,0
1838,4,0,0,0,0,0,0,0,0,0,0
1839,2,0,1,0,0,0,0,0,1,51,0
1840,2,0,1,0,0,1,1,0,1,13,0
1841,2,0,1,0,0,1,1,0,1,4,0
1842,4,0,0,0,0,0,0,0,0,0,0
1843,2,1,0,0,0,1,0,0,1,18,0
1844,4,0,0,0,0,0,0,0,0,0,0
1845,1,1,1,0,0,0,0,0,1,41,0
1846,1,0,0,0,1,1,0,0,1,13,0
1847,1,1,1,0,1,0,0,0,0,28,30
1848,4,0,0,0,0,0,0,0,0,0,0
1849,2,1,1,0,0,0,0,0,1,12,0
1850,1,1,0,1,0,0,0,0,0,76,110
1851,2,1,1,1,0,0,0,0,1,19,0
1852,2,0,0,1,0,0,1,1,1,25,0
1853,2,0,0,0,0,0,1,0,0,15,10
1854,4,0,0,0,0,0,0,0,0,0,0
1855,2,0,0,0,0,1,0,0,1,58,0
1856,2,0,1,1,1,1,1,1,1,15,0
1857,2,0,1,1,0,1,1,0,0,21,60
1858,4,0,0,0,0,0,0,0,0,0,0
1859,2,0,0,0,1,0,0,0,1,16,0
1860,2,1,0,0,0,1,1,1,1,18,0
1861,2,0,0,0,1,0,0,0,1,25,0
1862,4,0,0,0,0,0,0,0,0,0,0
1863,2,0,1,0,1,1,1,1,1,18,0
1864,4,0,0,0,0,0,0,0,0,0,0
1865,3,1,1,0,0,0,0,0,1,19,0
1866,4,0,0,0,0,0,0,0,0,0,0
1867,3,1,0,0,0,0,0,0,1,23,0
1868,1,1,1,0,1,0,1,1,1,22,0
1869,4,0,0,0,0,0,0,0,0,0,0
1870,2,1,1,1,0,0,0,0,1,20,0
1871,4,0,0,0,0,0,0,0,0,0,0
1872,3,0,0,0,0,0,0,0,1,52,0
1873,4,0,0,0,0,0,0,0,0,0,0
1874,2,1,0,0,0,1,1,1,1,13,0
1875,3,0,0,0,0,0,0,0,1,82,0
1876,2,0,0,0,0,1,1,1,1,22,0
1877,3,1,0,0,0,0,0,0,1,9,0
1878,2,0,1,0,1,1,1,1,1,73,0
1879,1,0,0,1,1,1,1,1,1,29,0
1880,1,1,0,1,1,0,0,0,1,15,0
1881,2,0,0,0,0,1,1,1,1,52,0
1882,3,1,0,1,1,1,1,1,1,53,0
1883,4,0,0,0,0,0,0,0,0,0,0
1884,2,1,0,1,1,1,1,1,1,12,0
1885,4,0,0,0,0,0,0,0,0,0,0
1886,1,0,0,0,0,1,1,1,0,48,10
1887,2,0,0,0,0,0,1,1,1,41,0
1888,2,0,0,1,0,0,0,0,1,25,0
1889,4,0,0,0,0,0,0,0,0,0,0
1890,4,0,0,0,0,0,0,0,0,0,0
1891,1,0,0,0,0,0,0,0,1,2,0
1892,1,0,1,0,0,0,0,0,1,8,0
1893,2,0,1,0,0,1,1,1,1,59,0
1894,4,0,0,0,0,0,0,0,0,0,0
1895,2,1,0,1,1,1,1,1,1,13,0
1896,1,0,1,1,1,0,1,1,1,18,0
1897,2,0,0,0,1,1,1,1,1,23,0
1898,2,0,0,0,0,1,1,1,1,18,0
1899,2,0,0,0,0,1,0,0,1,23,0
1900,2,1,0,0,1,0,1,1,1,26,0
1901,2,0,1,0,0,0,0,0,1,11,0
1902,3,0,1,1,0,0,1,0,1,27,0
1903,1,0,0,1,0,0,0,0,1,51,0
1904,3,1,1,1,1,0,1,1,1,9,0
1905,2,0,1,1,1,1,1,1,1,30,0
1906,2,0,0,1,1,0,0,0,0,3,110
1907,1,1,1,0,1,0,0,0,1,19,0
1908,2,0,0,0,0,1,0,1,0,59,10
1909,1,1,0,0,0,0,1,0,1,5,0
1910,1,0,1,0,1,0,0,0,1,9,0
1911,3,0,0,0,0,0,1,1,0,10,70
1912,2,0,0,1,1,1,1,0,1,29,0
1913,4,0,0,0,0,0,0,0,0,0,0
1914,2,1,1,0,1,1,1,1,1,23,0
1915,2,0,0,0,0,0,1,1,1,26,0
1916,2,1,1,0,0,0,0,0,1,30,0
1917,4,0,0,0,0,0,0,0,0,0,0
1918,2,1,1,0,1,0,0,0,1,9,0
1919,4,0,0,0,0,0,0,0,0,0,0
1920,1,0,1,1,1,1,1,1,1,13,0
1921,4,0,0,0,0,0,0,0,0,0,0
1922,2,0,1,1,0,0,0,0,0,48,40
1923,2,1,0,1,1,1,1,1,1,73,0
1924,2,0,0,0,0,0,0,0,1,13,0
1925,4,0,0,0,0,0,0,0,0,0,0
1926,2,0,0,0,1,1,1,1,1,13,0
1927,2,0,0,1,0,0,0,0,1,4,0
1928,1,1,0,0,1,0,0,0,1,69,0
1929,4,0,0,0,0,0,0,0,0,0,0
1930,4,0,0,0,0,0,0,0,0,0,0
1931,2,0,1,1,1,0,1,1,1,19,0
1932,2,0,1,1,0,1,1,1,1,9,0
1933,4,0,0,0,0,0,0,0,0,0,0
1934,4,0,0,0,0,0,0,0,0,0,0
1935,2,0,0,1,0,1,1,1,1,28,0
1936,1,1,0,0,0,0,0,0,1,53,0
1937,2,0,1,1,0,0,1,0,1,53,0
1938,3,1,0,0,1,1,1,1,1,82,0
1939,4,0,0,0,0,0,0,0,0,0,0
1940,4,0,0,0,0,0,0,0,0,0,0
1941,2,0,0,0,0,0,0,0,1,17,0
1942,4,0,0,0,0,0,0,0,0,0,0
1943,1,1,0,0,1,1,0,0,1,17,0
1944,4,0,0,0,0,0,0,0,0,0,0
1945,4,0,0,0,0,0,0,0,0,0,0
1946,2,0,0,1,1,0,1,1,1,12,0
1947,3,1,0,1,0,1,0,1,1,73,0
1948,2,0,0,0,0,1,1,1,1,11,0
1949,1,1,0,0,0,0,0,0,1,13,0
1950,2,0,1,0,0,0,0,0,1,19,0
1951,1,0,0,0,0,0,0,0,1,5,0
1952,4,0,0,0,0,0,0,0,0,0,0
1953,2,0,1,1,1,1,1,1,1,19,0
1954,3,0,0,0,0,0,0,0,1,20,0
1955,2,0,0,1,1,1,1,1,0,27,140
1956,4,0,0,0,0,0,0,0,0,0,0
1957,3,0,0,0,0,0,0,1,1,73,0
1958,1,1,1,1,1,0,0,0,1,25,0
1959,2,1,0,1,1,1,1,1,1,53,0
1960,2,1,0,0,0,1,0,0,1,14,0
1961,4,0,0,0,0,0,0,0,0,0,0
1962,3,0,0,1,0,1,1,1,1,12,0
1963,2,0,0,0,0,0,0,0,1,28,0
1964,3,0,0,0,0,0,0,1,0,52,10
1965,3,0,1,0,0,0,0,0,1,59,0
1966,2,0,0,1,0,1,1,0,1,15,0
1967,2,0,0,1,0,0,1,1,1,19,0
1968,1,0,1,1,1,0,1,1,1,25,0
1969,4,0,0,0,0,0,0,0,0,0,0
1970,3,0,1,0,1,0,0,0,1,53,0
1971,1,0,0,1,1,1,1,0,1,18,0
1972,3,0,0,0,1,0,1,1,1,48,0
1973,2,0,0,0,0,0,0,0,1,28,0
1974,2,0,0,0,0,1,1,1,1,6,0
1975,2,0,0,0,0,1,1,0,1,12,0
1976,1,0,0,1,0,0,0,0,1,21,0
1977,2,0,0,0,0,0,1,1,1,15,0
1978,4,0,0,0,0,0,0,0,0,0,0
1979,3,0,0,0,0,0,0,0,0,21,0
1980,1,1,1,1,1,1,1,1,1,8,0
1981,3,0,0,1,0,1,0,0,1,24,0
1982,4,0,0,0,0,0,0,0,0,0,0
1983,2,0,0,0,0,0,1,1,1,69,0
1984,2,0,1,0,1,0,0,0,1,29,0
1985,2,0,0,0,0,0,1,1,1,5,0
1986,2,0,0,1,0,0,0,0,1,20,0
1987,2,0,1,0,0,1,0,0,1,24,0
1988,2,0,0,1,1,0,0,0,1,19,0
1989,2,0,1,1,1,1,1,1,1,2,0
1990,2,0,0,0,0,0,1,1,1,22,0
1991,4,0,0,0,0,0,0,0,0,0,0
1992,1,0,0,0,1,1,0,0,1,30,0
1993,4,0,0,0,0,0,0,0,0,0,0
1994,2,1,1,1,0,0,1,0,1,5,0
1995,2,0,0,1,0,0,0,0,1,14,0
1996,4,0,0,0,0,0,0,0,0,0,0
1997,3,1,1,1,1,1,0,0,1,18,0
1998,2,0,1,0,1,1,1,0,0,15,90
1999,2,0,0,0,0,0,0,0,0,4,80
2000,1,1,0,1,1,1,1,1,1,53,0
2001,2,0,1,1,0,1,1,1,0,21,60
2002,1,0,0,0,0,0,0,0,1,28,0
2003,4,0,0,0,0,0,0,0,0,0,0
2004,2,1,1,1,1,1,1,1,1,8,0
2005,1,1,1,1,1,0,1,1,1,73,0
2006,4,0,0,0,0,0,0,0,0,0,0
2007,3,0,0,0,0,1,0,0,1,82,0
2008,2,0,1,1,0,0,0,0,1,24,0
2009,2,0,0,0,0,0,0,0,0,14,10
2010,3,1,0,1,0,1,1,1,0,69,10
2011,2,0,1,0,0,1,1,1,1,18,0
2012,4,0,0,0,0,0,0,0,0,0,0
2013,1,0,0,0,0,0,0,0,1,18,0
2014,2,1,1,0,0,0,0,1,1,52,0
2015,2,0,0,0,0,0,0,0,1,14,0
2016,4,0,0,0,0,0,0,0,0,0,0
2017,4,0,0,0,0,0,0,0,0,0,0
2018,3,0,1,0,1,0,0,0,1,2,0
2019,1,1,1,1,1,1,1,1,1,6,0
2020,1,1,0,1,0,1,1,1,1,13,0
2021,2,0,0,1,0,0,0,0,1,48,0
2022,2,1,0,1,0,0,0,0,1,41,0
2023,2,0,1,0,0,0,0,0,1,17,0
2024,2,0,0,0,0,0,0,0,1,14,0
2025,2,1,0,0,0,0,1,0,1,15,0
2026,4,0,0,0,0,0,0,0,0,0,0
2027,2,1,0,0,0,1,1,1,1,48,0
2028,1,0,1,1,0,1,0,0,1,18,0
2029,1,1,1,1,1,1,1,1,1,19,0
2030,4,0,0,0,0,0,0,0,0,0,0
2031,2,1,1,1,1,0,1,1,1,17,0
2032,2,0,1,1,0,1,0,0,1,3,0
2033,4,0,0,0,0,0,0,0,0,0,0
2034,2,0,0,1,0,1,1,1,1,76,0
2035,2,0,1,0,0,1,1,1,0,48,150
2036,3,1,0,1,1,0,0,0,0,52,120
2037,1,0,1,0,0,1,0,0,1,30,0
2038,2,1,1,0,1,1,1,1,1,22,0
2039,2,1,1,1,1,0,0,0,0,13,30
2040,2,0,0,1,1,1,1,1,1,27,0
2041,1,0,0,0,0,0,0,0,1,52,0
2042,1,1,0,1,0,1,1,1,1,2,0
2043,1,1,0,0,0,0,1,1,1,28,0
2044,3,0,0,1,1,0,0,0,0,12,30
2045,3,1,0,0,0,0,0,0,1,13,0
2046,2,0,0,0,1,0,0,1,1,76,0
2047,2,0,1,1,0,0,0,0,1,27,0
2048,3,1,0,1,1,0,0,0,0,17,40
2049,2,0,0,0,0,1,0,0,1,3,0
2050,4,0,0,0,0,0,0,0,0,0,0
2051,2,1,0,0,0,0,0,0,1,22,0
2052,2,0,0,0,0,1,0,0,1,3,0
2053,1,0,0,0,0,0,0,0,1,14,0
2054,4,0,0,0,0,0,0,0,0,0,0
2055,1,1,0,0,0,1,1,1,1,18,0
2056,2,0,0,1,0,0,1,1,0,8,10
2057,2,0,0,0,0,1,0,0,1,13,0
2058,2,0,1,1,1,0,0,0,1,24,0
2059,4,0,0,0,0,0,0,0,0,0,0
2060,1,0,0,0,0,0,0,0,1,21,0
2061,4,0,0,0,0,0,0,0,0,0,0
2062,2,0,0,1,0,1,1,1,1,3,0
2063,3,0,1,0,0,1,1,1,1,21,0
2064,1,1,1,0,1,0,0,0,1,73,0
2065,1,1,1,1,0,1,0,0,1,29,0
2066,1,1,0,1,0,1,1,1,0,23,50
2067,2,0,1,0,1,0,1,1,1,7,0
2068,2,0,1,0,0,1,0,0,1,16,0
2069,1,1,1,1,1,1,1,1,1,24,0
2070,1,1,0,0,1,0,0,0,1,24,0
2071,3,1,0,1,0,1,0,0,1,12,0
2072,2,0,0,0,0,0,0,0,1,16,0
2073,2,0,0,0,0,1,1,1,1,18,0
2074,2,0,1,0,0,0,0,1,1,59,0
2075,2,0,1,0,0,1,1,1,1,28,0
2076,2,0,0,1,0,0,0,0,1,29,0
2077,4,0,0,0,0,0,0,0,0,0,0
2078,2,1,1,1,1,0,1,1,1,25,0
2079,2,0,0,0,0,1,1,1,1,23,0
2080,1,0,0,1,0,1,1,1,1,75,0
2081,1,1,1,1,0,1,1,1,1,10,0
2082,2,1,0,0,0,0,1,1,1,25,0
2083,3,0,0,1,0,1,1,1,0,17,30
2084,2,1,1,1,0,1,1,1,1,73,0
2085,2,0,0,0,0,1,1,1,1,25,0
2086,3,1,1,1,1,1,1,1,1,20,0
2087,1,0,1,1,1,1,1,1,1,23,0
2088,2,0,1,0,1,1,1,1,1,22,0
2089,4,0,0,0,0,0,0,0,0,0,0
2090,1,0,0,0,1,0,1,1,1,59,0
2091,1,1,1,0,1,1,0,0,0,71,140
2092,2,0,0,1,1,1,1,0,1,22,0
2093,2,0,0,1,0,1,1,0,1,19,0
2094,2,0,0,0,0,0,0,0,1,82,0
2095,2,0,0,0,1,1,1,1,0,52,80
2096,2,1,0,0,0,1,1,1,1,21,0
2097,2,0,1,1,0,1,1,1,1,25,0
2098,2,0,0,0,0,1,1,1,1,13,0
2099,4,0,0,0,0,0,0,0,0,0,0
2100,2,0,0,1,0,1,1,1,1,9,0
2101,4,0,0,0,0,0,0,0,0,0,0
2102,4,0,0,0,0,0,0,0,0,0,0
2103,2,0,0,1,0,0,0,0,1,59,0
2104,1,0,0,0,0,1,0,0,1,22,0
2105,2,1,0,1,0,0,0,0,1,3,0
2106,1,1,0,1,1,1,0,0,1,71,0
2107,2,0,1,1,1,1,1,1,1,47,0
2108,2,0,0,0,0,0,1,1,1,28,0
2109,3,1,1,0,0,1,1,1,1,23,0
2110,4,0,0,0,0,0,0,0,0,0,0
2111,2,0,0,0,0,1,1,1,1,53,0
2112,2,0,0,0,0,0,0,0,1,7,0
2113,1,0,0,0,0,0,0,0,0,26,10
2114,4,0,0,0,0,0,0,0,0,0,0
2115,1,0,1,1,0,0,0,0,1,22,0
2116,1,1,1,1,0,0,0,0,1,13,0
2117,4,0,0,0,0,0,0,0,0,0,0
2118,4,0,0,0,0,0,0,0,0,0,0
2119,1,0,0,0,1,0,1,1,1,11,0
2120,2,0,1,1,0,0,1,1,1,21,0
2121,2,0,0,0,0,0,1,1,1,59,0
2122,2,0,0,0,0,1,1,1,0,42,20
2123,1,0,0,0,0,1,0,0,1,46,0
2124,3,1,1,1,1,1,0,0,1,30,0
2125,1,0,0,0,0,0,0,0,1,52,0
2126,2,0,1,0,0,0,0,0,1,15,0
2127,1,0,0,1,0,0,1,1,1,9,0
2128,1,1,0,0,0,0,0,0,1,21,0
2129,2,0,0,1,1,1,1,1,1,10,0
2130,3,0,0,0,0,0,0,0,1,16,0
2131,1,1,1,0,0,0,1,1,1,76,0
2132,4,0,0,0,0,0,0,0,0,0,0
2133,2,1,1,0,0,0,1,1,1,75,0
2134,3,0,0,0,0,0,1,1,1,4,0
2135,2,0,0,0,0,0,0,0,1,46,0
2136,3,1,0,0,1,0,0,0,0,14,20
2137,2,0,0,1,0,1,0,0,0,20,10
2138,1,0,0,0,0,0,0,0,1,18,0
2139,2,0,1,1,0,1,1,1,1,21,0
2140,2,0,0,0,0,0,0,0,1,7,0
2141,4,0,0,0,0,0,0,0,0,0,0
2142,3,1,1,1,1,1,0,0,1,15,0
2143,2,1,1,0,0,1,0,0,1,12,0
2144,2,0,0,0,0,0,0,0,1,59,0
2145,4,0,0,0,0,0,0,0,0,0,0
2146,4,0,0,0,0,0,0,0,0,0,0
2147,4,0,0,0,0,0,0,0,0,0,0
2148,1,0,1,0,0,0,0,0,1,4,0
2149,4,0,0,0,0,0,0,0,0,0,0
2150,1,1,0,1,1,1,0,0,1,12,0
2151,1,1,1,1,1,1,1,1,0,16,110
2152,3,0,0,0,0,0,0,0,1,9,0
2153,2,1,1,1,1,0,1,1,1,20,0
2154,4,0,0,0,0,0,0,0,0,0,0
2155,2,1,0,0,0,0,0,0,1,48,0
2156,2,1,0,1,1,1,1,1,1,11,0
2157,1,1,1,0,0,0,0,0,1,12,0
2158,4,0,0,0,0,0,0,0,0,0,0
2159,1,0,0,0,0,0,1,1,1,22,0
2160,3,0,1,1,0,0,0,0,1,10,0
2161,2,0,0,0,0,0,0,0,1,20,0
2162,2,0,0,0,0,1,1,1,1,16,0
2163,2,0,0,0,0,0,1,1,1,18,0
2164,2,1,0,0,1,1,1,0,1,27,0
2165,2,1,1,1,0,0,1,1,0,19,90
2166,2,0,1,1,1,1,1,1,1,52,0
2167,4,0,0,0,0,0,0,0,0,0,0
2168,1,0,0,0,0,0,0,0,0,13,120
2169,1,0,1,0,0,0,0,0,0,13,40
2170,2,0,0,0,0,1,0,0,0,11,40
2171,4,0,0,0,0,0,0,0,0,0,0
2172,1,1,0,0,1,0,0,0,1,22,0
2173,2,0,1,1,0,1,0,1,1,52,0
2174,2,0,0,0,0,0,1,1,1,16,0
2175,3,1,1,1,0,1,1,0,1,9,0
2176,1,1,0,1,0,0,0,0,1,51,0
2177,4,0,0,0,0,0,0,0,0,0,0
2178,2,1,0,1,0,0,0,0,1,12,0
2179,4,0,0,0,0,0,0,0,0,0,0
2180,4,0,0,0,0,0,0,0,0,0,0
2181,4,0,0,0,0,0,0,0,0,0,0
2182,1,0,0,0,0,0,0,1,0,41,50
2183,2,1,1,0,0,0,0,0,1,71,0
2184,4,0,0,0,0,0,0,0,0,0,0
2185,2,1,0,0,0,0,0,0,1,11,0
2186,4,0,0,0,0,0,0,0,0,0,0
2187,3,0,0,0,0,1,1,1,1,3,0
2188,2,1,1,0,1,0,1,1,1,59,0
2189,2,1,1,1,0,1,0,0,1,21,0
2190,3,0,0,0,1,1,0,0,1,19,0
2191,1,1,1,0,0,0,1,1,1,11,0
2192,2,0,1,0,0,1,0,0,1,27,0
2193,2,0,1,0,1,0,1,1,1,51,0
2194,2,0,0,0,0,1,1,1,1,10,0
2195,1,0,0,0,1,0,0,0,1,28,0
2196,2,0,1,1,0,0,1,1,0,7,90
2197,4,0,0,0,0,0,0,0,0,0,0
2198,1,1,1,1,1,1,1,1,1,6,0
2199,4,0,0,0,0,0,0,0,0,0,0
2200,4,0,0,0,0,0,0,0,0,0,0
2201,2,1,0,1,0,0,1,1,1,20,0
2202,4,0,0,0,0,0,0,0,0,0,0
2203,4,0,0,0,0,0,0,0,0,0,0
2204,2,0,0,0,0,1,1,1,1,28,0
2205,1,1,1,0,0,0,1,1,1,24,0
2206,2,0,0,1,0,0,1,1,1,57,0
2207,1,1,1,1,1,0,0,0,1,30,0
2208,2,0,0,1,0,1,1,0,1,3,0
2209,2,0,1,0,1,1,0,0,1,52,0
2210,1,0,0,1,0,1,1,1,0,22,10
2211,1,1,0,1,0,1,1,1,1,30,0
2212,1,0,0,0,0,0,0,0,1,6,0
2213,3,1,0,1,1,1,1,1,1,24,0
2214,2,0,1,0,0,1,1,0,1,27,0
2215,2,1,0,1,1,1,1,1,1,48,0
2216,4,0,0,0,0,0,0,0,0,0,0
2217,1,0,1,0,0,0,0,0,1,22,0
2218,4,0,0,0,0,0,0,0,0,0,0
2219,1,0,1,0,1,1,0,0,1,6,0
2220,2,0,1,1,1,1,1,1,1,73,0
2221,3,0,0,0,0,0,0,0,0,13,0
2222,4,0,0,0,0,0,0,0,0,0,0
2223,2,0,1,0,0,1,1,1,1,17,0
2224,1,1,1,0,0,0,1,0,1,30,0
2225,4,0,0,0,0,0,0,0,0,0,0
2226,1,0,1,1,1,0,1,1,0,41,120
2227,2,1,0,1,1,1,1,1,1,11,0
2228,2,0,1,0,1,1,0,1,1,52,0
2229,4,0,0,0,0,0,0,0,0,0,0
2230,4,0,0,0,0,0,0,0,0,0,0
2231,2,0,0,0,1,1,1,1,1,3,0
2232,2,0,0,0,0,1,0,0,1,17,0
2233,2,0,0,1,0,1,0,0,1,26,0
2234,2,0,1,1,1,1,1,1,1,47,0
2235,2,0,0,0,0,1,0,0,1,17,0
2236,4,0,0,0,0,0,0,0,0,0,0
2237,2,0,0,0,0,1,0,0,1,59,0
2238,2,1,1,0,1,1,1,0,0,12,20
2239,2,0,1,1,0,1,1,1,1,30,0
2240,2,0,0,0,0,0,1,1,1,30,0
2241,2,1,0,1,1,1,1,1,1,23,0
2242,2,0,0,0,0,0,0,0,1,3,0
2243,1,1,1,1,1,0,0,0,1,15,0
2244,1,0,0,0,1,1,0,0,1,6,0
2245,2,0,1,1,0,0,1,0,1,21,0
2246,2,0,0,0,0,0,0,0,1,5,0
2247,1,0,1,0,0,0,0,1,1,26,0
2248,2,0,0,0,1,1,1,1,1,59,0
2249,2,0,0,0,0,0,0,0,1,11,0
2250,4,0,0,0,0,0,0,0,0,0,0
2251,4,0,0,0,0,0,0,0,0,0,0
2252,2,1,1,0,1,0,1,1,1,69,0
2253,2,0,0,1,0,1,1,0,1,8,0
2254,1,1,1,1,1,1,1,0,1,13,0
2255,1,0,0,0,1,0,0,0,1,2,0
2256,2,0,0,0,0,0,0,0,1,25,0
2257,2,0,0,0,0,0,1,1,1,20,0
2258,2,1,1,0,1,0,0,0,1,8,0
2259,3,1,1,1,1,1,1,1,1,26,0
2260,1,1,0,1,1,1,1,1,1,23,0
2261,3,1,0,1,1,1,1,1,1,29,0
2262,2,1,1,1,0,1,0,0,1,17,0
2263,1,0,0,1,1,1,1,1,1,5,0
2264,1,0,0,0,1,1,1,1,1,48,0
2265,2,1,0,0,0,0,0,0,1,23,0
2266,1,0,0,0,1,0,0,0,0,19,20
2267,4,0,0,0,0,0,0,0,0,0,0
2268,4,0,0,0,0,0,0,0,0,0,0
2269,2,1,1,0,1,1,1,0,1,23,0
2270,2,0,0,0,0,0,0,0,1,59,0
2271,4,0,0,0,0,0,0,0,0,0,0
2272,2,0,0,0,0,0,1,0,1,27,0
2273,3,0,1,1,0,0,1,1,1,30,0
2274,2,0,1,0,0,0,0,1,1,58,0
2275,4,0,0,0,0,0,0,0,0,0,0
2276,2,1,0,1,0,1,1,1,1,19,0
2277,2,0,1,0,0,1,0,0,1,9,0
2278,1,0,0,0,0,0,0,0,0,28,40
2279,1,0,1,0,0,0,0,0,1,21,0
2280,1,0,0,0,0,0,0,0,1,7,0
2281,2,1,1,1,1,1,1,0,1,26,0
2282,2,1,1,1,1,1,1,1,1,52,0
2283,2,0,1,1,0,1,1,1,1,12,0
2284,1,0,1,1,0,1,1,0,1,16,0
2285,1,1,1,1,0,1,1,1,0,2,110
2286,4,0,0,0,0,0,0,0,0,0,0
2287,1,1,0,1,1,1,1,1,1,19,0
2288,4,0,0,0,0,0,0,0,0,0,0
2289,2,0,0,0,0,1,1,0,0,23,150
2290,3,0,1,0,1,0,0,0,0,59,30
2291,4,0,0,0,0,0,0,0,0,0,0
2292,1,0,1,1,1,1,1,1,1,52,0
2293,2,0,0,0,0,0,0,0,1,58,0
2294,3,0,0,0,0,0,0,0,1,26,0
2295,4,0,0,0,0,0,0,0,0,0,0
2296,1,0,0,1,1,1,0,0,1,30,0
2297,4,0,0,0,0,0,0,0,0,0,0
2298,1,0,1,1,1,1,1,1,1,15,0
2299,4,0,0,0,0,0,0,0,0,0,0
2300,4,0,0,0,0,0,0,0,0,0,0
2301,1,0,0,0,1,0,0,0,1,10,0
2302,2,0,1,1,1,1,1,0,0,13,40
2303,2,0,0,0,0,0,0,0,1,30,0
2304,2,0,1,0,0,0,0,0,1,6,0
2305,1,1,0,0,1,0,0,0,1,42,0
2306,3,1,0,0,0,0,1,1,1,26,0
2307,2,1,1,0,0,0,0,0,1,85,0
2308,3,1,0,1,0,0,0,0,1,10,0
2309,4,0,0,0,0,0,0,0,0,0,0
2310,3,1,0,1,1,1,1,0,1,6,0
2311,4,0,0,0,0,0,0,0,0,0,0
2312,2,0,1,0,0,1,1,1,1,9,0
2313,2,0,0,0,1,0,0,0,1,2,0
2314,2,0,0,0,0,0,1,1,1,52,0
2315,1,1,0,1,1,1,0,0,1,19,0
2316,2,0,0,0,0,0,0,1,1,52,0
2317,2,1,1,0,1,0,1,1,1,21,0
2318,1,0,0,0,0,1,1,0,1,15,0
2319,2,0,0,0,0,0,1,1,1,16,0
2320,4,0,0,0,0,0,0,0,0,0,0
2321,2,0,0,0,0,1,1,1,1,9,0
2322,2,0,0,0,0,1,1,0,0,29,80
2323,2,0,0,1,0,1,1,0,1,6,0
2324,2,0,0,0,0,1,1,1,1,10,0
2325,2,0,0,1,1,1,0,0,1,6,0
2326,2,1,1,1,0,1,1,1,1,59,0
2327,2,1,1,0,0,1,1,1,1,24,0
2328,2,1,0,0,1,1,1,1,1,21,0
2329,3,0,1,0,0,1,1,1,1,25,0
2330,2,1,1,1,0,1,1,1,1,76,0
2331,3,0,0,0,0,0,0,0,1,4,0
2332,2,0,1,1,1,1,1,1,0,25,70
2333,2,0,0,0,0,1,1,1,1,8,0
2334,2,0,1,0,0,1,1,1,1,20,0
2335,1,0,0,1,1,0,0,0,1,28,0
2336,4,0,0,0,0,0,0,0,0,0,0
2337,1,0,1,0,0,0,0,0,1,53,0
2338,1,0,0,1,0,1,1,1,1,12,0
2339,1,0,1,1,0,1,1,1,1,27,0
2340,2,1,0,0,0,1,1,1,1,20,0
2341,2,0,0,1,0,1,1,1,1,9,0
2342,1,1,0,0,0,0,0,0,1,29,0
2343,2,1,0,0,1,0,1,1,1,11,0
2344,2,0,1,1,0,1,1,1,1,29,0
2345,4,0,0,0,0,0,0,0,0,0,0
2346,1,1,0,0,1,0,0,0,1,27,0
2347,4,0,0,0,0,0,0,0,0,0,0
2348,2,1,0,1,0,1,1,1,1,53,0
2349,4,0,0,0,0,0,0,0,0,0,0
2350,2,0,1,0,0,1,0,0,1,19,0
2351,2,0,0,0,0,1,0,0,0,19,120
2352,2,0,0,0,0,0,0,0,1,17,0
2353,4,0,0,0,0,0,0,0,0,0,0
2354,2,0,0,0,0,1,0,0,1,22,0
2355,4,0,0,0,0,0,0,0,0,0,0
2356,4,0,0,0,0,0,0,0,0,0,0
2357,2,0,1,1,1,0,0,0,1,15,0
2358,4,0,0,0,0,0,0,0,0,0,0
