Phone_Service_ID,Customer_ID,Multiple_Lines,Avg_Monthly_Long_Distance_Charges,Total_Long_Distance_Charges
1004,1004,1,7.16,515.52
1005,1005,1,4.53,4.53
1006,1006,0,15.06,587.34
1007,1007,0,9,9
1008,1008,0,16.06,16.06
1009,1009,1,18.02,937.04
1010,1010,1,1.09,10.9
1011,1011,0,38.01,152.04
1012,1012,0,0,0
1013,1013,0,30.14,1808.4
1014,1014,0,25.57,204.56
1015,1015,1,32.07,320.7
1016,1016,0,30.34,91.02
1017,1017,1,37.09,2373.76
1018,1018,1,42.23,2787.18
1019,1019,1,36.08,1767.92
1020,1020,0,44.98,44.98
1021,1021,0,21.3,766.8
1022,1022,1,26.99,1565.42
1023,1023,0,34.59,242.13
1024,1024,0,37.5,37.5
1025,1025,1,21.37,1538.64
1026,1026,1,4.16,145.6
1027,1027,1,35.52,994.56
1028,1028,1,17.26,517.8
1029,1029,1,11.3,587.6
1030,1030,1,31.83,2291.76
1031,1031,0,9.56,296.36
1032,1032,1,35.9,2513
1033,1033,1,26.84,1422.52
1034,1034,0,10.98,10.98
1035,1035,0,18.62,186.2
1036,1036,0,0,0
1037,1037,0,5.69,165.01
1038,1038,0,42.37,2499.83
1039,1039,0,19.52,39.04
1040,1040,0,14.99,869.42
1041,1041,1,25.69,1156.05
1042,1042,0,11.04,132.48
1043,1043,0,17.46,209.52
1044,1044,0,48.49,1600.17
1045,1045,0,36.43,327.87
1046,1046,0,19.23,134.61
1047,1047,1,32.04,2114.64
1048,1048,1,46.59,2422.68
1049,1049,0,0,0
1050,1050,0,42.85,2613.85
1051,1051,1,26.64,639.36
1052,1052,0,14.93,14.93
1053,1053,1,32.27,548.59
1054,1054,0,23.2,278.4
1055,1055,1,47.83,47.83
1056,1056,1,2.19,133.59
1057,1057,0,36.39,982.53
1058,1058,0,36.18,1736.64
1059,1059,1,44.06,3128.26
1060,1060,1,35.2,140.8
1061,1061,1,27.66,1687.26
1062,1062,1,45.71,1417.01
1063,1063,0,37.48,1199.36
1064,1064,1,42.49,1274.7
1065,1065,0,31.3,1721.5
1066,1066,0,5.95,249.9
1067,1067,1,16.78,1174.6
1068,1068,1,29.41,2088.11
1069,1069,1,24.85,1068.55
1070,1070,0,0,0
1071,1071,0,13.13,249.47
1072,1072,0,18.71,224.52
1073,1073,0,3.03,12.12
1074,1074,1,4.45,57.85
1075,1075,1,41.72,166.88
1076,1076,1,23.89,191.12
1077,1077,1,12.07,844.9
1078,1078,1,38.38,2609.84
1079,1079,1,1.16,5.8
1080,1080,1,28.16,337.92
1081,1081,0,4.18,238.26
1082,1082,0,14.54,741.54
1083,1083,0,7.49,29.96
1084,1084,0,14.48,1013.6
1085,1085,0,15.36,460.8
1086,1086,1,35.91,251.37
1087,1087,0,29.8,566.2
1088,1088,1,23.63,23.63
1089,1089,1,16.45,197.4
1090,1090,0,46.6,792.2
1091,1091,1,28.86,1904.76
1092,1092,0,36.48,109.44
1093,1093,1,2.21,112.71
1094,1094,1,5.62,286.62
1095,1095,0,18.41,1307.11
1096,1096,1,25.04,876.4
1097,1097,0,2.95,32.45
1098,1098,0,41.64,83.28
1099,1099,1,47.63,1238.38
1100,1100,1,28.45,1707
1101,1101,0,39.67,2459.54
1102,1102,0,36.11,433.32
1103,1103,1,29.11,116.44
1104,1104,1,15.65,704.25
1105,1105,0,30.92,30.92
1106,1106,0,26.47,211.76
1107,1107,1,26.87,53.74
1108,1108,1,26.64,1811.52
1109,1109,1,19.24,692.64
1110,1110,0,10.2,10.2
1111,1111,0,0,0
1112,1112,1,36.36,181.8
1113,1113,0,45.69,456.9
1114,1114,1,44.24,3008.32
1115,1115,1,5.31,106.2
1116,1116,0,15.06,436.74
1117,1117,0,15.2,15.2
1118,1118,0,36.22,507.08
1119,1119,0,10.99,54.95
1120,1120,0,35.45,673.55
1121,1121,1,37.25,2644.75
1122,1122,0,0,0
1123,1123,0,10.05,10.05
1124,1124,0,16.91,101.46
1125,1125,1,49.21,1574.72
1126,1126,1,15.65,1064.2
1127,1127,0,20.02,660.66
1128,1128,1,19.01,1197.63
1129,1129,0,34.46,1826.38
1130,1130,1,11.33,203.94
1131,1131,0,12.67,76.02
1132,1132,1,16.15,952.85
1133,1133,0,4.18,4.18
1134,1134,1,44.76,2148.48
1135,1135,0,35.88,35.88
1136,1136,1,17.46,646.02
1137,1137,1,2.69,72.63
1138,1138,0,7.62,106.68
1139,1139,0,15.03,1082.16
1140,1140,0,46.6,139.8
1141,1141,1,5.77,403.9
1142,1142,0,11.04,132.48
1143,1143,0,46.17,1061.91
1144,1144,1,27.49,632.27
1145,1145,1,2.83,113.2
1146,1146,0,40.59,446.49
1147,1147,0,38.74,1627.08
1148,1148,0,13.45,457.3
1149,1149,1,26.13,313.56
1150,1150,1,5.22,370.62
1151,1151,0,0,0
1152,1152,1,44.1,2557.8
1153,1153,0,42.11,2568.71
1154,1154,0,30.44,578.36
1155,1155,1,42.4,2586.4
1156,1156,0,9.6,115.2
1157,1157,0,7.14,114.24
1158,1158,0,30.92,1855.2
1159,1159,1,44.65,2321.8
1160,1160,1,5.49,93.33
1161,1161,0,43.34,390.06
1162,1162,1,26.74,1684.62
1163,1163,0,11.93,548.78
1164,1164,0,0,0
1165,1165,0,41.54,1952.38
1166,1166,1,9.21,469.71
1167,1167,0,45.21,2034.45
1168,1168,0,20.44,1083.32
1169,1169,1,18.79,789.18
1170,1170,0,45.72,228.6
1171,1171,0,8.66,8.66
1172,1172,0,42.09,2272.86
1173,1173,0,48.96,48.96
1174,1174,0,18.7,37.4
1175,1175,1,23.33,1493.12
1176,1176,0,0,0
1177,1177,0,40.67,1382.78
1178,1178,0,48.62,1555.84
1179,1179,1,7.39,29.56
1180,1180,1,37.65,2033.1
1181,1181,0,26.95,1266.65
1182,1182,1,15.04,165.44
1183,1183,0,34.87,278.96
1184,1184,0,0,0
1185,1185,1,40.86,2288.16
1186,1186,1,11.52,391.68
1187,1187,0,38.89,38.89
1188,1188,0,41.02,369.18
1189,1189,1,4.2,193.2
1190,1190,0,15.24,914.4
1191,1191,0,22.38,492.36
1192,1192,0,48.02,1872.78
1193,1193,0,7.27,14.54
1194,1194,0,41.02,1435.7
1195,1195,0,3.07,76.75
1196,1196,0,4.04,4.04
1197,1197,0,37.53,675.54
1198,1198,0,26.38,79.14
1199,1199,0,37.94,2504.04
1200,1200,1,9.49,275.21
1201,1201,1,49.13,3242.58
1202,1202,0,5.09,40.72
1203,1203,1,18.46,830.7
1204,1204,0,0,0
1205,1205,0,2.76,49.68
1206,1206,1,35.38,1026.02
1207,1207,1,26.96,1941.12
1208,1208,0,41.72,1418.48
1209,1209,0,0,0
1210,1210,1,4.59,330.48
1211,1211,0,4.76,47.6
1212,1212,1,29.4,1499.4
1213,1213,0,3.18,89.04
1214,1214,0,6.56,85.28
1215,1215,0,32.06,64.12
1216,1216,0,30.37,516.29
1217,1217,0,6.54,6.54
1218,1218,1,24.36,365.4
1219,1219,0,34.57,69.14
1220,1220,0,37.63,451.56
1221,1221,0,23.89,119.45
1222,1222,1,35,1785
1223,1223,1,48.04,1441.2
1224,1224,0,23.25,1488
1225,1225,1,6.23,448.56
1226,1226,1,5.41,27.05
1227,1227,0,0,0
1228,1228,0,0,0
1229,1229,0,39.62,1069.74
1230,1230,1,48.29,3476.88
1231,1231,0,49.43,49.43
1232,1232,0,47.06,1411.8
1233,1233,1,19.53,1269.45
1234,1234,0,25.4,1549.4
1235,1235,1,37.75,2340.5
1236,1236,1,29.81,1341.45
1237,1237,1,48.95,48.95
1238,1238,0,10.03,521.56
1239,1239,0,40.81,979.44
1240,1240,0,0,0
1241,1241,0,32.57,1270.23
1242,1242,1,27.64,1160.88
1243,1243,1,32.5,650
1244,1244,1,40.78,2936.16
1245,1245,1,34.14,1707
1246,1246,0,27.62,359.06
1247,1247,1,40.19,884.18
1248,1248,0,20.3,20.3
1249,1249,0,47.97,47.97
1250,1250,0,33.24,232.68
1251,1251,0,46.78,374.24
1252,1252,0,14.37,114.96
1253,1253,1,35.25,2256
1254,1254,1,43.78,963.16
1255,1255,0,0,0
1256,1256,0,38.8,38.8
1257,1257,0,36.69,1137.39
1258,1258,0,41.98,167.92
1259,1259,0,37.96,1822.08
1260,1260,0,0,0
1261,1261,0,0,0
1262,1262,0,32,1152
1263,1263,0,42.99,42.99
1264,1264,1,42.06,1724.46
1265,1265,0,32.89,690.69
1266,1266,1,9.14,100.54
1267,1267,1,22.71,1317.18
1268,1268,0,18.26,219.12
1269,1269,0,21.19,614.51
1270,1270,1,11.51,23.02
1271,1271,0,1.16,12.76
1272,1272,1,16.34,1127.46
1273,1273,1,16.33,1045.12
1274,1274,1,4.77,95.4
1275,1275,0,18.01,396.22
1276,1276,0,45.59,45.59
1277,1277,1,37,2368
1278,1278,1,5.88,229.32
1279,1279,0,48.17,1878.63
1280,1280,1,24.73,1187.04
1281,1281,0,39.58,870.76
1282,1282,1,46.54,1116.96
1283,1283,0,20.11,20.11
1284,1284,0,5.46,54.6
1285,1285,0,41.13,329.04
1286,1286,0,49.33,1775.88
1287,1287,0,41.39,41.39
1288,1288,0,44.05,704.8
1289,1289,0,33.54,436.02
1290,1290,0,28.7,200.9
1291,1291,1,36.93,1514.13
1292,1292,0,24.53,122.65
1293,1293,0,0,0
1294,1294,1,22.61,158.27
1295,1295,1,49.51,3564.72
1296,1296,0,43.91,3161.52
1297,1297,1,17.07,17.07
1298,1298,0,0,0
1299,1299,0,22.53,473.13
1300,1300,0,9.29,631.72
1301,1301,0,47.69,2766.02
1302,1302,1,44.1,1455.3
1303,1303,0,49.37,1629.21
1304,1304,0,40.51,40.51
1305,1305,0,3.79,212.24
1306,1306,0,0,0
1307,1307,1,48.82,3319.76
1308,1308,1,25.48,1834.56
1309,1309,0,24.33,24.33
1310,1310,0,13.4,13.4
1311,1311,0,33.01,2211.67
1312,1312,1,33.54,1509.3
1313,1313,1,34.97,2517.84
1314,1314,0,14.04,140.4
1315,1315,0,47.17,2783.03
1316,1316,0,9.05,199.1
1317,1317,1,5.56,166.8
1318,1318,0,16.53,859.56
1319,1319,1,26.43,264.3
1320,1320,0,28.37,28.37
1321,1321,0,22.12,22.12
1322,1322,0,30.13,602.6
1323,1323,1,16.36,229.04
1324,1324,1,11.96,191.36
1325,1325,1,6.52,228.2
1326,1326,1,42.64,3070.08
1327,1327,0,10.23,664.95
1328,1328,0,0,0
1329,1329,0,7.74,7.74
1330,1330,0,20.55,20.55
1331,1331,1,23.82,71.46
1332,1332,0,8.32,16.64
1333,1333,1,25.54,587.42
1334,1334,1,41.88,2931.6
1335,1335,1,4.53,131.37
1336,1336,0,6.71,288.53
1337,1337,1,47.34,852.12
1338,1338,1,44.84,3183.64
1339,1339,1,10.6,286.2
1340,1340,0,31.28,281.52
1341,1341,0,12.6,604.8
1342,1342,0,20.18,544.86
1343,1343,1,18.67,1306.9
1344,1344,1,46.7,2708.6
1345,1345,1,35.47,2128.2
1346,1346,1,37.5,1725
1347,1347,0,26.12,26.12
1348,1348,0,25.82,1704.12
1349,1349,0,44.94,44.94
1350,1350,0,42.67,341.36
1351,1351,0,46.61,3169.48
1352,1352,0,0,0
1353,1353,1,1.28,14.08
1354,1354,0,1.63,1.63
1355,1355,1,27.97,1286.62
1356,1356,0,23.46,187.68
1357,1357,0,44.37,399.33
1358,1358,0,36.32,36.32
1359,1359,1,2.72,171.36
1360,1360,0,33.16,596.88
1361,1361,0,22.16,22.16
1362,1362,1,24.14,313.82
1363,1363,0,19.21,134.47
1364,1364,0,28.04,504.72
1365,1365,0,35.67,1319.79
1366,1366,1,25.19,302.28
1367,1367,0,0,0
1368,1368,1,20.37,1283.31
1369,1369,0,41.36,248.16
1370,1370,1,3.23,77.52
1371,1371,0,10.53,21.06
1372,1372,1,49.7,1888.6
1373,1373,0,41.8,1379.4
1374,1374,1,10.5,504
1375,1375,0,44.36,177.44
1376,1376,1,13.74,398.46
1377,1377,0,20.29,547.83
1378,1378,1,41.57,2702.05
1379,1379,1,17.18,532.58
1380,1380,1,44.81,2195.69
1381,1381,1,24.95,1796.4
1382,1382,1,44.78,223.9
1383,1383,0,17.68,17.68
1384,1384,0,0,0
1385,1385,0,0,0
1386,1386,1,2.95,191.75
1387,1387,1,16.11,966.6
1388,1388,0,40.65,2560.95
1389,1389,0,2.26,6.78
1390,1390,1,29.53,1624.15
1391,1391,0,8.88,603.84
1392,1392,1,28.09,2022.48
1393,1393,1,42.22,886.62
1394,1394,0,31.14,155.7
1395,1395,0,45.19,1672.03
1396,1396,1,41.38,1200.02
1397,1397,1,8.6,550.4
1398,1398,0,30.25,1391.5
1399,1399,0,26.95,188.65
1400,1400,1,8.72,200.56
1401,1401,1,22.83,1552.44
1402,1402,0,0,0
1403,1403,0,8.86,17.72
1404,1404,1,49.78,846.26
1405,1405,0,24.7,1358.5
1406,1406,0,47.06,235.3
1407,1407,1,27.41,1863.88
1408,1408,1,21.37,149.59
1409,1409,0,39.36,236.16
1410,1410,1,6.33,259.53
1411,1411,0,3.76,7.52
1412,1412,1,32.73,32.73
1413,1413,0,42.96,42.96
1414,1414,0,12.66,37.98
1415,1415,0,11.73,11.73
1416,1416,1,4,116
1417,1417,0,28.83,490.11
1418,1418,0,2.15,79.55
1419,1419,0,39.83,876.26
1420,1420,1,21.82,1483.76
1421,1421,1,26.04,1874.88
1422,1422,0,0,0
1423,1423,1,15.43,478.33
1424,1424,0,12.82,205.12
1425,1425,1,4.9,318.5
1426,1426,1,14.9,74.5
1427,1427,1,8.93,491.15
1428,1428,1,24.66,24.66
1429,1429,1,10.34,341.22
1430,1430,1,41.93,1257.9
1431,1431,1,11.6,290
1432,1432,0,0,0
1433,1433,0,9.81,39.24
1434,1434,0,18.81,18.81
1435,1435,0,10.3,144.2
1436,1436,0,24.91,622.75
1437,1437,0,17.64,441
1438,1438,1,1.67,120.24
1439,1439,0,18.14,798.16
1440,1440,0,15.01,270.18
1441,1441,0,26.29,184.03
1442,1442,1,24.81,1463.79
1443,1443,1,9.28,649.6
1444,1444,1,49.22,1968.8
1445,1445,0,32.94,1119.96
1446,1446,0,45.74,228.7
1447,1447,0,14.12,14.12
1448,1448,0,0,0
1449,1449,0,15.33,214.62
1450,1450,0,9.55,181.45
1451,1451,0,10.64,42.56
1452,1452,1,35.34,2367.78
1453,1453,1,9.18,459
1454,1454,0,0,0
1455,1455,0,25.57,1508.63
1456,1456,0,33.4,901.8
1457,1457,0,42.98,945.56
1458,1458,1,42.1,1684
1459,1459,1,30.16,1115.92
1460,1460,1,42.83,642.45
1461,1461,1,3.25,91
1462,1462,1,41.22,535.86
1463,1463,0,22.16,110.8
1464,1464,1,24.59,1327.86
1465,1465,0,0,0
1466,1466,0,14.79,295.8
1467,1467,0,43.04,1979.84
1468,1468,1,37.45,2696.4
1469,1469,1,11.18,793.78
1470,1470,0,35.05,1121.6
1471,1471,1,25.61,1818.31
1472,1472,1,37.39,2654.69
1473,1473,1,40.63,2884.73
1474,1474,0,15.77,346.94
1475,1475,0,25.54,306.48
1476,1476,0,19.75,1343
1477,1477,0,12.59,25.18
1478,1478,1,8.88,257.52
1479,1479,0,0,0
1480,1480,0,40.06,480.72
1481,1481,0,43.17,1467.78
1482,1482,1,13.11,288.42
1483,1483,0,24.63,369.45
1484,1484,1,39.97,1598.8
1485,1485,1,22.74,1637.28
1486,1486,0,0,0
1487,1487,1,44.29,1993.05
1488,1488,0,24.08,1733.76
1489,1489,1,19.9,1412.9
1490,1490,0,5.73,103.14
1491,1491,0,44.26,2080.22
1492,1492,0,0,0
1493,1493,1,20.3,1380.4
1494,1494,0,36.07,36.07
1495,1495,1,12.3,418.2
1496,1496,1,44.93,1078.32
1497,1497,1,18.43,1068.94
1498,1498,1,39.51,276.57
1499,1499,0,1.28,1.28
1500,1500,0,34.49,241.43
1501,1501,0,15.6,577.2
1502,1502,1,29.55,1536.6
1503,1503,0,21.73,977.85
1504,1504,1,2.81,120.83
1505,1505,0,42.95,1116.7
1506,1506,1,10.99,615.44
1507,1507,0,0,0
1508,1508,1,25.16,1710.88
1509,1509,0,0,0
1510,1510,1,11.5,103.5
1511,1511,0,35.53,284.24
1512,1512,0,2.85,2.85
1513,1513,1,26.38,1872.98
1514,1514,0,33.14,497.1
1515,1515,1,5.48,383.6
1516,1516,1,10.87,782.64
1517,1517,0,6.12,128.52
1518,1518,0,26.25,1417.5
1519,1519,0,13.21,105.68
1520,1520,0,4.82,115.68
1521,1521,0,13.26,636.48
1522,1522,0,35.6,35.6
1523,1523,1,6.7,33.5
1524,1524,0,0,0
1525,1525,0,29.8,2145.6
1526,1526,1,29.66,2135.52
1527,1527,0,0,0
1528,1528,1,22.41,1613.52
1529,1529,1,12.88,51.52
1530,1530,0,11.15,691.3
1531,1531,0,4.48,174.72
1532,1532,0,27.5,27.5
1533,1533,0,47.18,2406.18
1534,1534,1,44.5,2581
1535,1535,1,1.27,48.26
1536,1536,1,25.71,848.43
1537,1537,0,31.02,620.4
1538,1538,1,28.52,884.12
1539,1539,1,28.79,575.8
1540,1540,0,49.49,3167.36
1541,1541,1,45.05,3243.6
1542,1542,1,30.46,274.14
1543,1543,1,45.69,2787.09
1544,1544,1,32.02,1665.04
1545,1545,0,0,0
1546,1546,1,18,18
1547,1547,0,34.13,2320.84
1548,1548,1,22.14,309.96
1549,1549,0,0,0
1550,1550,0,9.55,19.1
1551,1551,0,1.15,1.15
1552,1552,1,16.85,859.35
1553,1553,1,18.91,75.64
1554,1554,0,46.47,697.05
1555,1555,1,11.85,853.2
1556,1556,1,17.58,879
1557,1557,1,23.05,1313.85
1558,1558,1,32.72,1439.68
1559,1559,1,13.25,821.5
1560,1560,1,35.07,490.98
1561,1561,0,3.34,23.38
1562,1562,1,39.74,2861.28
1563,1563,0,25.77,25.77
1564,1564,0,0,0
1565,1565,0,49.33,49.33
1566,1566,1,26.52,79.56
1567,1567,0,43.8,1401.6
1568,1568,0,22,1562
1569,1569,1,10.4,624
1570,1570,1,31.13,124.52
1571,1571,1,8.94,464.88
1572,1572,0,14.46,419.34
1573,1573,0,33.93,1662.57
1574,1574,0,0,0
1575,1575,1,3.72,212.04
1576,1576,1,36.54,2265.48
1577,1577,0,16.63,382.49
1578,1578,0,1.29,83.85
1579,1579,0,41.63,1581.94
1580,1580,1,43.04,2065.92
1581,1581,1,22.01,1584.72
1582,1582,0,36.05,72.1
1583,1583,0,21.91,613.48
1584,1584,1,4.4,286
1585,1585,0,6.65,13.3
1586,1586,0,0,0
1587,1587,0,31.73,507.68
1588,1588,0,0,0
1589,1589,0,0,0
1590,1590,0,7.49,7.49
1591,1591,0,0,0
1592,1592,0,38.74,774.8
1593,1593,0,7.32,51.24
1594,1594,0,42.14,1601.32
1595,1595,0,31.53,725.19
1596,1596,0,46.89,3141.63
1597,1597,1,23.76,1140.48
1598,1598,1,45.82,2932.48
1599,1599,0,10.1,30.3
1600,1600,1,14.21,454.72
1601,1601,0,36.65,2089.05
1602,1602,1,9.5,484.5
1603,1603,0,5.74,91.84
1604,1604,1,34.96,1678.08
1605,1605,0,26.26,472.68
1606,1606,0,0,0
1607,1607,0,3.62,199.1
1608,1608,0,12.68,25.36
1609,1609,0,17.47,157.23
1610,1610,0,39.77,1073.79
1611,1611,0,0,0
1612,1612,0,25.86,1499.88
1613,1613,1,41.16,1728.72
1614,1614,0,44.87,1974.28
1615,1615,0,29.98,1289.14
1616,1616,0,41.64,291.48
1617,1617,1,28.14,787.92
1618,1618,0,43.19,1770.79
1619,1619,1,49.3,1183.2
1620,1620,0,9.51,370.89
1621,1621,1,41.2,2678
1622,1622,0,0,0
1623,1623,0,44.75,2058.5
1624,1624,1,43.97,1582.92
1625,1625,0,48.72,3020.64
1626,1626,0,32.41,972.3
1627,1627,1,17.32,1212.4
1628,1628,0,7.76,7.76
1629,1629,1,38.89,194.45
1630,1630,1,46.91,1125.84
1631,1631,0,28.62,314.82
1632,1632,0,32.67,1894.86
1633,1633,0,46.84,93.68
1634,1634,0,25.72,205.76
1635,1635,1,26.19,916.65
1636,1636,1,8.59,558.35
1637,1637,0,6.28,427.04
1638,1638,0,39.32,235.92
1639,1639,1,22.13,1017.98
1640,1640,1,40.59,2922.48
1641,1641,1,32.58,2019.96
1642,1642,0,4.09,155.42
1643,1643,0,14.58,14.58
1644,1644,0,35.55,2061.9
1645,1645,0,31.6,537.2
1646,1646,1,28.72,2067.84
1647,1647,1,14.32,716
1648,1648,0,26.04,104.16
1649,1649,0,15.37,46.11
1650,1650,0,26.99,215.92
1651,1651,0,37.86,492.18
1652,1652,0,40.94,2251.7
1653,1653,1,22.33,1585.43
1654,1654,0,9.61,355.57
1655,1655,1,45.04,1846.64
1656,1656,1,8.39,461.45
1657,1657,0,0,0
1658,1658,0,37.68,1657.92
1659,1659,1,22.71,1339.89
1660,1660,0,0,0
1661,1661,0,49.53,99.06
1662,1662,0,48.56,2719.36
1663,1663,1,10.68,768.96
1664,1664,0,27.65,27.65
1665,1665,0,1.89,83.16
1666,1666,0,20.29,202.9
1667,1667,0,3.43,246.96
1668,1668,0,11.56,762.96
1669,1669,1,34.62,830.88
1670,1670,1,34.78,626.04
1671,1671,1,7.28,160.16
1672,1672,1,1.27,81.28
1673,1673,0,0,0
1674,1674,1,4.75,180.5
1675,1675,0,7.83,39.15
1676,1676,1,47.35,284.1
1677,1677,0,5.67,5.67
1678,1678,1,1.28,23.04
1679,1679,0,7.42,81.62
1680,1680,1,28.88,1934.96
1681,1681,1,38.85,2602.95
1682,1682,1,8.48,610.56
1683,1683,0,48.03,2257.41
1684,1684,1,45.43,2453.22
1685,1685,1,30.63,367.56
1686,1686,1,24.21,750.51
1687,1687,0,40.96,450.56
1688,1688,0,0,0
1689,1689,1,28.64,315.04
1690,1690,1,3.25,16.25
1691,1691,0,10.22,10.22
1692,1692,0,7.31,146.2
1693,1693,0,26.17,209.36
1694,1694,0,39.55,39.55
1695,1695,1,44.81,3226.32
1696,1696,0,42.08,252.48
1697,1697,1,2.85,114
1698,1698,1,14.53,334.19
1699,1699,1,2.87,86.1
1700,1700,1,7.01,203.29
1701,1701,0,0,0
1702,1702,1,45.84,1879.44
1703,1703,1,45.37,2631.46
1704,1704,0,35.24,35.24
1705,1705,0,25.9,103.6
1706,1706,1,32.05,1955.05
1707,1707,0,27.28,272.8
1708,1708,0,25.33,987.87
1709,1709,0,30.07,932.17
1710,1710,0,0,0
1711,1711,1,3.12,96.72
1712,1712,0,0,0
1713,1713,1,16.76,553.08
1714,1714,0,32.15,128.6
1715,1715,0,19.76,632.32
1716,1716,1,15.85,1141.2
1717,1717,0,1.01,11.11
1718,1718,1,42.59,979.57
1719,1719,0,20.26,121.56
1720,1720,0,12.46,12.46
1721,1721,1,9.97,149.55
1722,1722,1,40.04,2882.88
1723,1723,1,18.86,660.1
1724,1724,1,10.33,516.5
1725,1725,0,48.97,48.97
1726,1726,1,23.46,46.92
1727,1727,0,32.29,1323.89
1728,1728,0,0,0
1729,1729,1,31.27,1188.26
1730,1730,1,22.95,1377
1731,1731,1,47.1,1177.5
1732,1732,0,20.05,200.5
1733,1733,0,41.05,2873.5
1734,1734,1,4.59,275.4
1735,1735,0,12.33,419.22
1736,1736,0,39.67,1071.09
1737,1737,0,47.07,2824.2
1738,1738,0,1.05,17.85
1739,1739,1,40.52,2876.92
1740,1740,1,42.16,2360.96
1741,1741,1,26.94,1643.34
1742,1742,0,0,0
1743,1743,0,0,0
1744,1744,0,0,0
1745,1745,0,44.95,1887.9
1746,1746,0,38.84,38.84
1747,1747,1,21.9,43.8
1748,1748,0,21.72,1563.84
1749,1749,0,10.4,540.8
1750,1750,0,17.01,969.57
1751,1751,0,30.58,214.06
1752,1752,1,40.25,1891.75
1753,1753,1,26.83,1743.95
1754,1754,1,18.14,1306.08
1755,1755,1,37.79,2569.72
1756,1756,1,20.26,20.26
1757,1757,0,13.02,52.08
1758,1758,1,36.29,1342.73
1759,1759,0,22.77,1639.44
1760,1760,1,25.19,1209.12
1761,1761,0,8.95,62.65
1762,1762,0,8.23,8.23
1763,1763,1,13.39,468.65
1764,1764,0,48.95,2153.8
1765,1765,0,0,0
1766,1766,0,19.25,1251.25
1767,1767,1,14.49,854.91
1768,1768,0,0,0
1769,1769,0,20.1,20.1
1770,1770,0,0,0
1771,1771,1,44.45,1955.8
1772,1772,0,25.05,150.3
1773,1773,0,37.95,1897.5
1774,1774,0,45.03,585.39
1775,1775,0,0,0
1776,1776,0,44.09,44.09
1777,1777,0,32.28,871.56
1778,1778,0,28.47,2021.37
1779,1779,0,44.95,629.3
1780,1780,0,19.38,600.78
1781,1781,0,28.57,571.4
1782,1782,0,6.56,78.72
1783,1783,0,0,0
1784,1784,0,0,0
1785,1785,0,38.84,2796.48
1786,1786,0,49.19,49.19
1787,1787,0,12.58,50.32
1788,1788,1,27.7,27.7
1789,1789,1,6.59,421.76
1790,1790,1,30.54,366.48
1791,1791,0,21.62,86.48
1792,1792,1,30.59,2171.89
1793,1793,0,38.96,2493.44
1794,1794,1,19.11,630.63
1795,1795,0,2.24,2.24
1796,1796,0,11.77,35.31
1797,1797,1,19.88,1391.6
1798,1798,0,0,0
1799,1799,1,8.58,34.32
1800,1800,0,5.48,367.16
1801,1801,1,14.11,959.48
1802,1802,1,8.91,552.42
1803,1803,1,49.85,3290.1
1804,1804,1,21.67,1148.51
1805,1805,0,45.8,45.8
1806,1806,0,0,0
1807,1807,1,30.27,1937.28
1808,1808,0,2.66,7.98
1809,1809,0,0,0
1810,1810,0,9.61,19.22
1811,1811,1,24.72,667.44
1812,1812,1,12.18,109.62
1813,1813,0,42.51,1530.36
1814,1814,0,12.05,84.35
1815,1815,1,21.58,1402.7
1816,1816,0,5.86,193.38
1817,1817,1,17.76,959.04
1818,1818,0,11.83,11.83
1819,1819,1,44.07,661.05
1820,1820,1,28.22,112.88
1821,1821,0,18.26,474.76
1822,1822,0,32.76,327.6
1823,1823,1,29.24,1959.08
1824,1824,1,41.37,413.7
1825,1825,0,27.2,1632
1826,1826,1,45.87,2981.55
1827,1827,0,6.95,500.4
1828,1828,1,18.66,485.16
1829,1829,0,46.13,369.04
1830,1830,0,39.61,39.61
1831,1831,0,1.02,48.96
1832,1832,1,7.83,321.03
1833,1833,0,0,0
1834,1834,0,11.81,70.86
1835,1835,0,40.87,40.87
1836,1836,1,1.08,39.96
1837,1837,1,47.13,2639.28
1838,1838,0,16.2,113.4
1839,1839,1,38.74,154.96
1840,1840,1,34.36,2439.56
1841,1841,1,31.11,1804.38
1842,1842,0,23.17,1228.01
1843,1843,1,46.06,1427.86
1844,1844,0,29.19,29.19
1845,1845,0,3.16,18.96
1846,1846,1,17.77,870.73
1847,1847,0,17.52,140.16
1848,1848,0,34.39,756.58
1849,1849,1,28.37,822.73
1850,1850,0,0,0
1851,1851,1,45.88,1376.4
1852,1852,1,23.24,581
1853,1853,0,24.85,223.65
1854,1854,0,41.21,206.05
1855,1855,1,49.14,442.26
1856,1856,1,41.34,2687.1
1857,1857,0,6.59,191.11
1858,1858,1,15.22,15.22
1859,1859,1,21.93,263.16
1860,1860,1,41.18,2264.9
1861,1861,0,44.94,494.34
1862,1862,1,25.19,1712.92
1863,1863,1,28,952
1864,1864,0,36.28,36.28
1865,1865,0,8,288
1866,1866,1,46.68,700.2
1867,1867,0,49.04,490.4
1868,1868,0,37,111
1869,1869,1,43.84,43.84
1870,1870,0,7.63,328.09
1871,1871,0,15.66,125.28
1872,1872,0,42.13,168.52
1873,1873,0,16.13,1145.23
1874,1874,0,4.51,76.67
1875,1875,1,24.83,148.98
1876,1876,1,20.99,41.98
1877,1877,0,24.24,24.24
1878,1878,1,24.23,1550.72
1879,1879,0,0,0
1880,1880,0,38.45,1768.7
