Customer_ID,Location_ID,Status_ID,Churn_reason_ID,Contract_ID,Number_Of_Referrals,Referred_A_Friend,Gender,Age,Married,Dependents,Number_Of_Dependents,Quarter,Tenure_In_Months,Offer,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Revenue,CLTV,Churn_Score,Satisfaction_Score
1713,14,2,,1,0,0,Female,26,0,0,0,Q3,33,None,1,Bank Withdrawal,90.65,2989.6,0,3542.68,4460,44,4
1714,855,2,,2,0,0,Female,52,0,1,1,Q3,4,None,1,Credit Card,20.4,84.75,0,213.35,5602,24,3
1715,61,2,,3,1,1,Female,26,1,1,1,Q3,32,None,0,Credit Card,73.6,2316.85,12.66,2936.51,4343,42,4
1716,1107,2,,3,8,1,Female,69,1,0,0,Q3,72,Offer A,1,Credit Card,110.8,7882.25,0,9023.45,5933,80,5
1717,384,2,,1,0,0,Male,51,0,0,0,Q3,11,None,0,Bank Withdrawal,70.2,760.05,0,771.16,2535,34,5
1718,1108,2,,2,1,1,Male,66,1,0,0,Q3,23,None,0,Bank Withdrawal,86.8,1975.85,0,2955.42,5788,38,3
1719,1109,3,12,1,0,0,Female,20,0,0,0,Q3,6,Offer E,1,Bank Withdrawal,98.15,567.45,0,689.01,3578,80,1
1720,1110,3,13,1,1,1,Female,76,1,0,0,Q3,1,None,1,Bank Withdrawal,69.55,69.55,0,82.01,5948,67,2
1721,95,2,,1,0,0,Male,24,0,0,0,Q3,15,None,0,Bank Withdrawal,95.7,1451.1,0,1600.65,4999,23,5
1722,841,2,,3,1,1,Male,62,1,0,0,Q3,72,None,0,Credit Card,25.75,1864.2,0,4747.08,4413,24,5
1723,1050,2,,3,5,1,Female,38,1,1,3,Q3,35,None,0,Bank Withdrawal,24.3,821.6,0,1481.7,5998,32,4
1724,1111,2,,2,4,1,Male,46,1,0,0,Q3,50,Offer B,0,Bank Withdrawal,54.9,2614.1,0,3130.6,4322,41,4
1725,882,3,17,1,0,0,Male,60,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,79.5,79.5,0,128.47,4490,92,2
1726,777,3,10,1,0,0,Female,77,0,0,0,Q3,2,None,1,Credit Card,75.45,158.4,0,205.32,3350,65,3
1727,1106,2,,3,1,1,Female,20,1,1,2,Q3,41,None,0,Bank Withdrawal,78.45,3126.45,0,4450.34,5468,27,3
1728,54,2,,2,0,0,Male,74,0,0,0,Q3,33,Offer C,1,Bank Withdrawal,54.6,1803.7,0,1803.7,5322,30,4
1729,827,3,5,1,0,0,Male,30,0,0,0,Q3,38,Offer C,1,Bank Withdrawal,99.25,3777.15,0,4965.41,5274,76,1
1730,863,2,,2,2,1,Male,80,1,0,0,Q3,60,None,1,Bank Withdrawal,104.35,6339.45,41.23,7675.22,4040,73,4
1731,1112,2,,2,2,1,Male,34,1,1,1,Q3,25,None,1,Credit Card,55.1,1466.1,0,2643.6,2499,40,4
1732,1113,2,,3,4,1,Female,23,1,1,3,Q3,10,Offer E,0,Credit Card,20,200,0,400.5,3763,27,4
1733,1114,2,,3,9,1,Male,26,1,0,0,Q3,70,Offer A,0,Credit Card,101,7085.5,0,9959,5025,48,3
1734,170,2,,1,6,1,Male,36,1,0,0,Q3,60,None,1,Bank Withdrawal,109.45,6572.85,0,6848.25,4350,77,4
1735,15,2,,2,2,1,Female,74,1,0,0,Q3,34,None,0,Bank Withdrawal,64.2,2106.3,0,2525.52,2225,34,4
1736,1115,2,,1,0,0,Female,26,1,0,0,Q3,27,Offer C,1,Bank Withdrawal,76.1,2093.4,30.14,3134.35,3291,43,3
1737,205,2,,3,0,0,Female,60,0,0,0,Q3,60,Offer B,0,Credit Card,20.6,1093,0,3917.2,4192,35,3
1738,1116,3,5,1,2,1,Male,66,1,0,0,Q3,17,None,1,Bank Withdrawal,76.45,1233.4,0,1251.25,3266,92,1
1739,712,3,1,3,2,1,Female,55,1,0,0,Q3,71,Offer A,1,Bank Withdrawal,93.7,6585.35,0,9462.27,4296,91,3
1740,1062,2,,3,3,1,Male,38,1,1,1,Q3,56,Offer B,1,Bank Withdrawal,103.2,5873.75,0,8234.71,4478,55,3
1741,1117,3,1,3,9,1,Male,46,1,0,0,Q3,61,Offer B,1,Bank Withdrawal,94.1,5638.3,0,7281.64,6295,71,3
1742,286,2,,1,8,1,Male,59,1,1,2,Q3,15,None,1,Bank Withdrawal,30.2,469.65,0,469.65,5825,78,4
1743,1118,2,,3,5,1,Female,21,1,0,0,Q3,70,Offer A,0,Bank Withdrawal,64.55,4504.9,46.06,4458.84,4858,30,3
1744,656,1,,1,0,0,Female,29,0,1,1,Q3,1,Offer E,0,Credit Card,24.7,24.7,0,94.7,3065,55,5
1745,1119,2,,2,10,1,Male,29,1,1,3,Q3,42,None,0,Credit Card,63.7,2763.35,0,4651.25,3764,55,4
1746,1120,1,,1,0,0,Female,58,0,0,0,Q3,1,None,0,Credit Card,19.95,19.95,0,58.79,2732,48,5
1747,230,1,,3,0,0,Female,70,0,0,0,Q3,2,Offer E,1,Bank Withdrawal,84.05,186.05,0,229.85,5039,72,3
1748,1121,2,,3,1,1,Male,19,1,0,0,Q3,72,Offer A,0,Bank Withdrawal,20.7,1492.1,0,3055.94,6317,55,3
1749,1122,2,,2,9,1,Male,28,1,0,0,Q3,52,None,1,Credit Card,75.4,3865.45,0,4406.25,5211,59,5
1750,134,2,,2,1,1,Female,33,1,1,2,Q3,57,None,0,Bank Withdrawal,53.45,3053,0,4022.57,5660,21,3
1751,34,2,,2,0,0,Male,48,0,0,0,Q3,7,Offer E,0,Credit Card,19.5,128.6,0,342.66,4271,71,5
1752,1123,2,,2,0,0,Male,51,0,0,0,Q3,47,Offer B,0,Bank Withdrawal,94.8,4535.85,3.34,6424.26,5022,66,4
1753,115,2,,2,0,0,Female,22,0,0,0,Q3,65,None,1,Bank Withdrawal,105.05,6744.25,0,8488.2,5742,73,5
1754,899,2,,2,6,1,Female,26,1,1,2,Q3,72,None,1,Bank Withdrawal,23.3,1623.15,0,2929.23,4152,30,5
1755,1117,2,,3,0,0,Male,45,0,0,0,Q3,68,None,1,Bank Withdrawal,24.15,1498.85,0,4068.57,5987,70,4
1756,1124,3,16,1,0,0,Male,21,0,0,0,Q3,1,None,1,Mailed Check,24.05,24.05,0,44.31,3162,67,2
1757,336,3,5,1,0,0,Male,43,0,0,0,Q3,4,None,1,Bank Withdrawal,70.2,237.95,0,290.03,5094,92,1
1758,124,3,2,1,1,1,Female,26,1,0,0,Q3,37,None,1,Bank Withdrawal,99.5,3762,0,5104.73,4233,92,1
1759,105,2,,3,0,0,Female,30,0,0,0,Q3,72,None,1,Bank Withdrawal,21.15,1419.4,19.31,3039.53,5306,45,5
1760,677,2,,3,1,1,Male,65,1,0,0,Q3,48,None,1,Credit Card,91.05,4370.75,0,5579.87,3594,60,4
1761,362,3,17,1,1,1,Female,25,1,0,0,Q3,7,Offer E,1,Bank Withdrawal,69,506.9,0,569.55,5672,65,2
1762,113,1,,1,0,0,Female,30,0,0,0,Q3,1,None,0,Credit Card,19.55,19.55,0,27.78,5537,38,4
1763,1125,2,,2,10,1,Male,61,1,0,0,Q3,35,None,1,Bank Withdrawal,73.45,2661.1,0,3129.75,4719,66,4
1764,1126,2,,3,0,0,Male,30,0,0,0,Q3,44,Offer B,0,Bank Withdrawal,100.1,4378.35,0,6532.15,4025,68,3
1765,231,2,,3,1,1,Female,23,1,0,0,Q3,37,None,0,Bank Withdrawal,45.4,1593.1,44.13,1548.97,4051,33,4
1766,587,2,,2,0,0,Female,55,1,1,2,Q3,65,Offer B,0,Bank Withdrawal,61.35,3874.1,0,5125.35,6354,36,3
1767,729,2,,2,6,1,Female,57,1,0,0,Q3,59,None,0,Mailed Check,65.5,3801.3,0,4656.21,5631,35,3
1768,963,2,,1,0,0,Female,34,0,0,0,Q3,22,None,1,Bank Withdrawal,50.6,1073.3,0,1073.3,2854,62,4
1769,124,1,,1,0,0,Male,61,0,1,1,Q3,1,None,1,Bank Withdrawal,70.45,70.45,0,90.55,2706,53,3
1770,1127,2,,1,9,1,Male,45,1,0,0,Q3,54,Offer B,0,Bank Withdrawal,30.4,1621.35,0,1621.35,4778,78,4
1771,605,2,,1,0,0,Male,48,0,0,0,Q3,44,Offer B,1,Bank Withdrawal,111.5,4915.15,0,6870.95,2827,26,4
1772,440,2,,3,4,1,Female,52,1,1,1,Q3,6,Offer E,0,Credit Card,20.1,100.35,0,250.65,5874,42,4
1773,811,2,,2,0,0,Female,63,0,0,0,Q3,50,Offer B,0,Bank Withdrawal,19.75,989.05,0,2886.55,4934,71,4
1774,1022,2,,2,0,0,Male,44,0,0,0,Q3,13,Offer D,0,Credit Card,19.3,259.65,35.28,809.76,2823,66,4
1775,142,3,14,1,0,0,Male,36,0,0,0,Q3,3,None,0,Bank Withdrawal,24.75,66.95,0,66.95,3503,69,2
1776,80,1,,1,0,0,Female,47,0,0,0,Q3,1,None,0,Credit Card,20.35,20.35,0,64.44,5774,72,3
1777,816,2,,3,0,0,Male,48,0,1,1,Q3,27,Offer C,0,Credit Card,19.7,509.3,0,1380.86,4052,79,3
1778,1128,2,,3,4,1,Male,36,1,1,3,Q3,71,None,0,Credit Card,109.3,7782.85,0,9874.22,5737,61,3
1779,1129,2,,2,1,1,Male,57,1,0,0,Q3,14,Offer D,0,Bank Withdrawal,44.6,641.25,0,1270.55,4612,51,3
1780,1129,2,,1,0,0,Male,20,0,0,0,Q3,31,Offer C,1,Bank Withdrawal,101.4,3143.65,0,3744.43,2025,72,4
1781,267,2,,1,0,0,Female,32,1,0,0,Q3,20,Offer D,1,Bank Withdrawal,96.55,1901.65,0,2473.05,4382,36,3
1782,1130,2,,1,0,0,Female,54,0,0,0,Q3,12,Offer D,0,Bank Withdrawal,43.8,540.95,0,619.67,5706,26,4
1783,1131,2,,2,0,0,Male,62,0,1,3,Q3,40,None,0,Credit Card,40.25,1564.05,0,1564.05,4288,30,4
1784,530,3,5,1,0,0,Male,47,0,0,0,Q3,6,Offer E,1,Credit Card,30.5,208.7,0,208.7,4667,93,1
1785,880,2,,3,10,1,Male,54,1,1,2,Q3,72,None,1,Credit Card,19.8,1414.65,0,4211.13,5027,29,4
1786,99,1,,1,0,0,Male,32,0,0,0,Q3,1,None,0,Credit Card,49,49,0,98.19,5289,45,3
1787,1132,3,5,1,0,0,Female,46,0,0,0,Q3,4,None,1,Credit Card,70.05,266.9,0,317.22,3600,89,1
1788,1099,3,3,1,0,0,Female,32,0,0,0,Q3,1,None,1,Bank Withdrawal,77.15,77.15,0,114.85,2756,79,3
1789,362,2,,3,4,1,Male,47,1,0,0,Q3,64,None,1,Bank Withdrawal,76.1,4818.8,0,5240.56,4222,26,4
1790,1133,3,16,1,0,0,Female,24,0,0,0,Q3,12,Offer D,1,Bank Withdrawal,100.15,1164.3,0,1530.78,3682,96,2
1791,604,3,3,1,0,0,Male,25,0,0,0,Q3,4,Offer E,1,Bank Withdrawal,81,340.85,0,477.33,3591,88,2
1792,1134,2,,1,7,1,Male,68,1,0,0,Q3,71,None,1,Bank Withdrawal,107.5,7713.55,0,10025.44,5775,64,3
1793,915,2,,3,0,0,Male,42,0,0,0,Q3,64,None,0,Credit Card,19.55,1240.15,0,3733.59,6036,27,3
1794,1135,2,,1,1,1,Male,54,1,0,0,Q3,33,None,1,Bank Withdrawal,72.75,2447.45,0,3078.08,4959,75,3
1795,620,3,14,1,0,0,Female,34,0,0,0,Q3,1,None,1,Mailed Check,70.15,70.15,0,72.39,3208,96,3
1796,488,1,,1,9,1,Female,35,1,0,0,Q3,3,None,0,Credit Card,20.85,72,0,107.31,5867,56,3
1797,328,2,,2,0,0,Female,19,1,0,0,Q3,70,None,1,Bank Withdrawal,101.75,7069.3,0,8460.9,5596,47,3
1798,832,2,,1,0,0,Female,21,1,0,0,Q3,51,Offer B,1,Bank Withdrawal,49.65,2553.35,0,2553.35,5528,30,3
1799,1136,3,13,1,1,1,Male,55,1,1,3,Q3,4,Offer E,1,Bank Withdrawal,50.9,225.6,0,259.92,5691,69,3
1800,1047,2,,3,6,1,Male,48,1,1,2,Q3,67,None,1,Credit Card,19.4,1284.2,0,1651.36,4890,70,5
1801,1137,2,,3,3,1,Female,40,1,1,3,Q3,68,None,0,Credit Card,111.75,7511.3,0,8470.78,4967,77,4
1802,1138,2,,3,4,1,Female,49,1,0,0,Q3,62,None,0,Bank Withdrawal,23.65,1416.75,0,1969.17,4671,21,4
1803,86,3,4,1,6,1,Male,71,1,0,0,Q3,66,None,1,Credit Card,100.05,6871.9,0,10162,4512,72,2
1804,44,3,15,2,1,1,Male,71,1,0,0,Q3,53,None,1,Bank Withdrawal,60.05,3229.65,0,4478.16,5271,77,1
1805,843,3,11,1,0,0,Female,68,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,69.6,69.6,0,115.4,2151,74,2
1806,1139,3,10,1,4,1,Male,26,1,0,0,Q3,4,None,1,Bank Withdrawal,48.55,201,0,201,3955,90,2
1807,691,2,,2,0,0,Male,34,0,0,0,Q3,64,None,1,Credit Card,84.3,5289.05,0,7226.33,5044,53,3
1808,376,1,,1,2,1,Female,61,1,0,0,Q3,3,None,1,Mailed Check,46.1,130.15,0,138.13,4047,39,4
1809,863,2,,2,0,0,Male,73,0,0,0,Q3,71,Offer A,1,Bank Withdrawal,56.45,3985.35,0,3985.35,5372,68,3
1810,1084,1,,1,0,0,Male,59,0,0,0,Q3,2,Offer E,1,Credit Card,19.65,38.8,0,58.02,3007,65,4
1811,1140,3,8,1,0,0,Male,35,0,0,0,Q3,27,None,1,Bank Withdrawal,79.5,2180.55,0,2847.99,2518,91,1
1812,1141,3,17,1,0,0,Male,68,0,0,0,Q3,9,Offer E,1,Bank Withdrawal,85.05,746.5,0,886.12,5095,74,3
1813,943,2,,3,8,1,Female,26,1,1,2,Q3,36,Offer C,0,Bank Withdrawal,20.25,717.95,0,2248.31,5272,57,5
1814,1142,3,13,1,0,0,Male,22,0,0,0,Q3,7,Offer E,1,Bank Withdrawal,94.25,669,0,753.35,5267,91,3
1815,411,2,,3,2,1,Male,45,1,0,0,Q3,65,Offer B,0,Bank Withdrawal,76.15,4929.55,0,6332.25,6177,46,4
1816,1143,2,,2,6,1,Male,25,1,1,1,Q3,33,None,1,Bank Withdrawal,19.45,600.25,0,793.63,3470,66,5
1817,953,2,,3,0,0,Male,49,0,0,0,Q3,54,Offer B,1,Credit Card,108,5760.65,0,6719.69,6370,73,3
1818,1144,1,,1,0,0,Female,22,0,0,0,Q3,1,None,0,Bank Withdrawal,19.9,19.9,0,31.73,2010,49,5
1819,897,3,3,1,0,0,Female,70,0,1,2,Q3,15,Offer D,1,Mailed Check,74.45,1145.7,0,1806.75,5717,91,2
1820,849,3,7,1,1,1,Male,57,1,0,0,Q3,4,None,1,Bank Withdrawal,100.2,420.2,0,533.08,2650,82,2
1821,1145,3,16,1,1,1,Female,65,1,0,0,Q3,26,Offer C,0,Bank Withdrawal,84.95,2169.75,0,2644.51,4316,75,3
1822,325,2,,1,8,1,Female,45,1,1,3,Q3,10,None,1,Bank Withdrawal,88.85,929.45,0,1257.05,4531,54,4
1823,975,3,12,2,0,0,Male,58,1,0,0,Q3,67,Offer A,1,Bank Withdrawal,111.3,7482.1,0,9441.18,4146,85,3
1824,124,3,2,1,0,0,Male,71,0,0,0,Q3,10,Offer D,1,Bank Withdrawal,95.35,898.35,0,1312.05,5353,75,1
1825,30,2,,3,7,1,Male,39,1,1,3,Q3,60,None,0,Bank Withdrawal,76.95,4543.95,0,6175.95,5053,52,4
1826,52,2,,2,0,0,Male,50,0,0,0,Q3,65,Offer B,0,Credit Card,24.8,1600.95,0,4582.5,5826,76,4
1827,920,2,,3,5,1,Male,43,1,1,3,Q3,72,Offer A,1,Credit Card,104.9,7559.55,0,8059.95,5169,35,4
1828,509,2,,3,8,1,Female,79,1,0,0,Q3,26,Offer C,1,Bank Withdrawal,98.1,2510.7,44.17,2951.69,3114,38,4
1829,1146,3,10,2,1,1,Female,44,1,0,0,Q3,8,Offer E,1,Credit Card,19.75,145,0,514.04,2247,89,3
1830,191,1,,1,0,0,Male,32,0,0,0,Q3,1,None,0,Mailed Check,20.45,20.45,0,60.06,2664,51,5
1831,750,2,,1,3,1,Female,58,1,0,0,Q3,48,Offer B,1,Credit Card,100.05,4834,37.45,4845.51,3468,34,5
1832,327,2,,1,0,0,Female,32,0,0,0,Q3,41,None,1,Credit Card,81.3,3190.65,0,3511.68,2299,62,4
1833,1067,3,5,1,0,0,Male,46,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,25.15,25.15,0,25.15,5386,91,1
1834,464,3,10,1,0,0,Female,53,0,0,0,Q3,6,None,1,Bank Withdrawal,91.1,455.3,0,526.16,2266,68,2
1835,419,1,,1,0,0,Female,35,0,0,0,Q3,1,None,0,Credit Card,44.75,44.75,0,85.62,4118,30,5
1836,1147,2,,1,3,1,Female,33,1,1,2,Q3,37,Offer C,1,Bank Withdrawal,88.8,3340.55,0,3380.51,3746,31,4
1837,247,2,,2,0,0,Female,73,0,0,0,Q3,56,None,0,Bank Withdrawal,110.5,6139.5,0,8778.78,4463,21,4
1838,1148,2,,2,0,0,Female,29,0,0,0,Q3,7,Offer E,0,Credit Card,19.9,173.15,0,286.55,2750,46,3
1839,1112,2,,1,0,0,Female,26,0,0,0,Q3,4,None,1,Credit Card,80.3,324.2,0,479.16,3132,70,3
1840,1138,2,,3,0,0,Female,73,0,0,0,Q3,71,Offer A,1,Credit Card,99.65,6951.15,3.33,9387.38,4241,77,4
1841,1149,2,,3,8,1,Male,80,1,0,0,Q3,58,None,1,Bank Withdrawal,98.9,5780.7,0,7585.08,4993,21,3
1842,552,2,,3,0,0,Male,62,0,0,0,Q3,53,None,0,Bank Withdrawal,19.65,978,0,2206.01,5878,68,3
1843,1150,2,,3,5,1,Male,76,1,0,0,Q3,31,Offer C,0,Bank Withdrawal,89.45,2807.65,31.58,4203.93,5597,68,4
1844,203,1,,1,0,0,Male,22,0,0,0,Q3,1,None,0,Credit Card,20.3,20.3,0,49.49,5203,46,5
1845,1151,2,,1,0,0,Male,22,0,0,0,Q3,6,None,1,Bank Withdrawal,55.7,335.65,0,354.61,2482,45,3
1846,1127,2,,3,0,0,Male,49,0,0,0,Q3,49,None,1,Bank Withdrawal,66.15,3199,0,4069.73,6138,33,3
1847,1076,2,,2,0,0,Female,60,0,0,0,Q3,8,None,0,Bank Withdrawal,58.2,469.25,0,639.41,3325,52,4
1848,16,2,,2,0,0,Female,65,0,0,0,Q3,22,None,1,Credit Card,20.05,417,0,1173.58,4327,21,3
1849,637,3,20,1,0,0,Male,37,1,0,0,Q3,29,None,1,Bank Withdrawal,84.45,2467.1,0,3289.83,2651,91,1
1850,46,2,,1,3,1,Male,24,1,1,1,Q3,61,None,0,Bank Withdrawal,33.6,2117.2,0,2227.2,6495,64,3
1851,41,3,2,1,0,0,Female,69,0,0,0,Q3,30,None,0,Credit Card,91.7,2758.15,0,4134.55,2482,90,1
1852,600,3,5,1,1,1,Female,36,1,0,0,Q3,25,None,1,Bank Withdrawal,89.1,2368.4,0,2949.4,4793,96,1
1853,1152,2,,3,0,0,Male,73,0,0,0,Q3,9,Offer E,1,Bank Withdrawal,79.55,718.55,0,952.2,5811,76,5
1854,100,2,,2,1,1,Male,27,1,1,2,Q3,5,None,0,Bank Withdrawal,20.55,99.45,0,305.5,3629,54,3
1855,786,3,14,1,0,0,Male,28,0,0,0,Q3,9,Offer E,1,Bank Withdrawal,85.35,758.6,0,1200.86,2752,89,2
1856,1153,2,,2,6,1,Female,32,1,0,0,Q3,65,Offer B,1,Credit Card,108.05,7118.9,0,9806,6047,69,3
1857,496,2,,2,0,0,Male,79,0,0,0,Q3,29,Offer C,1,Bank Withdrawal,101.45,2948.6,0,3199.71,5285,76,4
1858,1154,1,,1,0,0,Female,23,0,0,0,Q3,1,None,1,Credit Card,25.75,25.75,0,40.97,2569,67,4
1859,207,2,,1,0,0,Female,47,0,0,0,Q3,12,Offer D,1,Credit Card,79.55,958.25,0,1221.41,3445,62,3
1860,209,2,,2,6,1,Female,34,1,1,1,Q3,55,Offer B,0,Credit Card,100.9,5448.6,0,7713.5,6153,55,4
1861,477,3,15,1,0,0,Male,40,0,0,0,Q3,11,None,1,Bank Withdrawal,73.85,926.25,0,1420.59,3634,66,2
1862,751,2,,3,4,1,Male,19,1,0,0,Q3,68,Offer A,0,Credit Card,25.05,1629.2,0,3342.12,4187,24,5
1863,175,2,,1,0,0,Male,51,0,0,0,Q3,34,None,1,Bank Withdrawal,105.35,3540.65,0,4492.65,5503,74,3
1864,462,1,,1,0,0,Male,49,0,0,0,Q3,1,None,0,Credit Card,20.75,20.75,0,57.03,2791,76,3
1865,1069,2,,2,2,1,Male,40,1,1,1,Q3,36,None,0,Credit Card,53.65,1939.35,0,2227.35,4113,37,4
1866,1155,2,,3,9,1,Female,35,1,0,0,Q3,15,None,0,Credit Card,25.2,387.9,0,1088.1,4411,25,4
1867,821,2,,1,0,0,Male,38,0,0,0,Q3,10,None,1,Credit Card,51.65,524.5,0,1014.9,4292,45,4
1868,324,1,,3,0,0,Female,36,0,0,0,Q3,3,None,0,Credit Card,71.1,213.35,2.62,321.73,3501,41,4
1869,857,1,,1,0,0,Female,30,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,25.7,25.7,0,69.54,5249,54,3
1870,1156,2,,1,10,1,Male,48,1,0,0,Q3,43,Offer B,1,Credit Card,86.1,3551.65,0,3879.74,2358,42,3
1871,400,2,,1,0,0,Female,24,0,1,2,Q3,8,Offer E,0,Credit Card,20.05,163.6,0,288.88,2675,32,4
1872,89,3,2,1,1,1,Female,68,1,1,3,Q3,4,Offer E,0,Bank Withdrawal,46,181.6,0,350.12,4797,92,1
1873,1157,2,,3,6,1,Male,64,1,1,3,Q3,71,Offer A,1,Bank Withdrawal,19.6,1387.45,0,2532.68,6444,56,5
1874,12,3,16,1,0,0,Male,36,0,0,0,Q3,17,None,0,Bank Withdrawal,93.85,1625.65,0,1702.32,4940,93,1
1875,1158,2,,1,1,1,Female,28,1,1,1,Q3,6,Offer E,1,Credit Card,48.95,273.25,0,422.23,3061,30,3
1876,1159,3,6,1,0,0,Male,65,0,0,0,Q3,2,Offer E,1,Bank Withdrawal,94,181.7,0,223.68,5569,93,1
1877,565,3,3,1,1,1,Female,73,1,0,0,Q3,1,Offer E,1,Bank Withdrawal,49.55,49.55,0,73.79,4989,76,1
1878,182,3,6,2,0,0,Male,30,0,0,0,Q3,64,None,1,Credit Card,105.65,6903.1,0,8453.82,4870,91,1
1879,56,2,,2,0,0,Male,31,0,1,3,Q3,39,None,0,Bank Withdrawal,54.85,2191.7,0,2191.7,3884,72,4
1880,1160,2,,2,9,1,Male,52,1,1,2,Q3,46,Offer B,0,Credit Card,56.9,2560.1,0,4328.8,4258,44,4
1881,1161,3,12,1,0,0,Male,26,1,0,0,Q3,1,Offer E,1,Bank Withdrawal,90.75,90.75,0,113.81,5460,86,3
1882,959,2,,3,10,1,Female,45,1,1,3,Q3,72,Offer A,1,Bank Withdrawal,84.2,5986.55,0,8711.03,5598,69,3
1883,1162,2,,3,0,0,Female,35,1,1,1,Q3,33,None,0,Credit Card,19.8,641.35,0,1054.18,2635,42,4
1884,733,2,,2,0,0,Female,55,0,0,0,Q3,32,None,1,Bank Withdrawal,109.55,3608,0,3755.52,5076,72,3
1885,1163,2,,1,0,0,Female,44,0,0,0,Q3,5,None,1,Credit Card,20.5,104.3,0,227.35,5263,53,3
1886,524,3,9,1,0,0,Female,28,0,0,0,Q3,2,None,1,Bank Withdrawal,45.25,85.5,0,95.5,4566,74,1
1887,1164,3,12,1,0,0,Female,29,0,0,0,Q3,2,Offer E,0,Bank Withdrawal,80.55,184.1,0,251.88,2856,69,3
1888,1165,2,,2,0,0,Female,79,0,0,0,Q3,17,Offer D,1,Credit Card,82.65,1470.05,0,1488.07,3754,26,4
1889,1166,2,,1,0,0,Male,39,0,1,1,Q3,5,None,0,Credit Card,20.35,122,0,162.05,3161,60,4
1890,530,2,,1,0,0,Male,35,0,0,0,Q3,10,Offer D,1,Bank Withdrawal,24,226.55,0,256.65,5299,71,5
1891,435,1,,1,0,0,Male,42,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,50.15,50.15,0,90.02,3043,80,3
1892,163,2,,2,0,0,Female,40,0,0,0,Q3,41,Offer B,1,Credit Card,56.3,2364,0,3859.27,2994,46,5
1893,1167,3,10,2,0,0,Female,22,0,0,0,Q3,63,Offer B,0,Bank Withdrawal,99.9,6137,0,6664.94,4776,71,3
1894,1168,2,,2,3,1,Male,37,1,0,0,Q3,22,None,0,Credit Card,20.15,419.9,0,1477.22,2173,72,5
1895,1169,2,,2,0,0,Female,32,0,0,0,Q3,47,Offer B,1,Bank Withdrawal,103.7,4730.6,0,4845.75,4543,20,4
1896,1170,2,,3,0,0,Male,41,0,0,0,Q3,65,Offer B,1,Credit Card,74.2,4805.65,0,6250.6,4774,39,3
1897,714,2,,3,0,0,Female,74,0,0,0,Q3,8,Offer E,1,Credit Card,100.15,908.55,0,1227.43,5157,42,4
1898,1171,3,1,1,0,0,Male,54,0,0,0,Q3,10,Offer D,0,Bank Withdrawal,95.2,930.4,0,1286.7,4922,69,2
1899,660,3,2,1,0,0,Female,40,0,0,0,Q3,9,None,1,Bank Withdrawal,77.65,714.15,0,920.07,3847,96,2
1900,1172,2,,2,0,0,Male,60,0,0,0,Q3,35,Offer C,1,Bank Withdrawal,89.2,3251.3,0,4987.65,4446,39,4
1901,820,3,2,1,0,0,Male,74,0,0,0,Q3,2,None,1,Bank Withdrawal,74.7,165.4,0,178.42,2803,81,2
1902,82,2,,3,1,1,Male,67,1,0,0,Q3,8,None,1,Credit Card,43.35,371.4,0,371.4,2560,68,3
1903,1173,2,,1,4,1,Male,25,1,0,0,Q3,24,Offer C,0,Bank Withdrawal,29.1,688,0,688,4636,33,3
1904,830,2,,3,0,0,Female,46,0,0,0,Q3,36,None,1,Credit Card,53.1,1901.25,0,1901.25,2751,40,3
1905,1174,2,,3,1,1,Male,60,1,0,0,Q3,67,Offer A,1,Bank Withdrawal,111.3,7567.2,36.66,8985.11,4469,59,3
1906,88,3,2,1,2,1,Female,65,1,0,0,Q3,15,None,1,Bank Withdrawal,83.05,1258.3,0,2030.25,2596,70,3
1907,59,2,,3,0,0,Male,56,0,1,1,Q3,10,None,1,Bank Withdrawal,61.9,619,0,918.5,5188,65,4
1908,21,3,1,1,0,0,Female,20,0,0,0,Q3,1,None,0,Bank Withdrawal,78.05,78.05,0,117.46,3458,91,1
1909,1175,3,5,1,1,1,Male,75,1,0,0,Q3,24,None,0,Bank Withdrawal,39.1,971.3,0,971.3,4591,89,1
1910,534,2,,1,0,0,Male,39,0,0,0,Q3,21,None,1,Credit Card,36,780.15,0,780.15,3378,64,4
1911,3,2,,1,0,0,Female,52,0,0,0,Q3,11,Offer D,1,Credit Card,58.95,601.6,0,941.87,3880,21,4
1912,618,2,,1,0,0,Female,75,0,0,0,Q3,50,Offer B,1,Bank Withdrawal,104.95,5222.35,0,6104.85,5570,39,5
1913,1176,2,,2,0,0,Male,39,0,0,0,Q3,13,Offer D,0,Mailed Check,19.45,270.2,0,560.23,3799,37,5
1914,1014,2,,3,7,1,Female,49,1,1,1,Q3,64,Offer B,0,Bank Withdrawal,110.3,6997.3,0,8351.54,5574,45,3
1915,1124,1,,1,0,0,Male,60,0,0,0,Q3,3,Offer E,1,Bank Withdrawal,80.35,253.8,0,402.69,4203,51,5
1916,1177,2,,2,0,0,Male,19,0,1,1,Q3,71,None,1,Credit Card,85.45,6028.95,0,8293.14,4777,48,4
